Track ID,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
54KEm0VI9i3ic7VHHKHKRx,"¿Cómo Así?","ORQUÍDEAS","Kali Uchis",2024-01-12,169654,57,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:04:15Z,"","Geffen Records",0.722,0.821,6,-7.662,0,0.0892,0.0417,0.346,0.154,0.379,135.985,4
5mVkTPlTPxlQOn7kEvuM3j,"Me Pongo Loca","ORQUÍDEAS","Kali Uchis",2024-01-12,177815,54,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:04:15Z,"","Geffen Records",0.78,0.665,7,-8.68,0,0.0426,0.0371,0.152,0.106,0.407,114.999,4
6XaJfhwof7qIgbbXO5tIQI,"Igual Que Un Ángel (with Peso Pluma)","ORQUÍDEAS","Kali Uchis,Peso Pluma",2024-01-12,260370,76,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:04:15Z,"corrido,corridos tumbados,corridos bélicos,música mexicana,sad sierreño,electro corridos,banda","Geffen Records",0.695,0.592,5,-5.34,0,0.032,0.00449,0.000663,0.185,0.482,108.001,4
52x8HIGuk1gGTlvO8CuLNS,"Pensamientos Intrusivos","ORQUÍDEAS","Kali Uchis",2024-01-12,192027,60,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:04:15Z,"","Geffen Records",0.709,0.559,9,-8.333,0,0.0394,0.575,0.0129,0.11,0.511,119.994,4
3RleMgz4iO0BNezGdSxDnY,"Diosa","ORQUÍDEAS","Kali Uchis",2024-01-12,156037,59,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:04:15Z,"","Geffen Records",0.797,0.853,5,-5.518,0,0.0668,0.0675,0.000101,0.078,0.698,107.994,4
1NEBuFp0BJMikgXJI9VVab,"Te Mata","ORQUÍDEAS","Kali Uchis",2024-01-12,232066,55,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:04:15Z,"","Geffen Records",0.424,0.643,4,-4.812,0,0.0357,0.758,0,0.109,0.498,110.825,4
43oIvC7HVMKkAvuPr4Kt4A,"Perdiste","ORQUÍDEAS","Kali Uchis",2024-01-12,144165,51,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:04:15Z,"","Geffen Records",0.741,0.594,0,-6.03,1,0.0379,0.0856,0.0000273,0.0773,0.556,103.925,4
2R6tflIwv19qoYxg5hYLVh,"Young Rich & In Love","ORQUÍDEAS","Kali Uchis",2024-01-12,198300,53,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:04:15Z,"","Geffen Records",0.617,0.436,6,-8.803,0,0.0297,0.336,0.0000177,0.161,0.213,103.038,4
59ak5RmKdyspU26ifSg0rW,"Tu Corazón Es Mío...","ORQUÍDEAS","Kali Uchis",2024-01-12,165845,53,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:04:15Z,"","Geffen Records",0.696,0.57,6,-6.945,0,0.0289,0.321,0.0000144,0.15,0.385,106.032,4
20LZsv2s3dXvoBuPUEOlAv,"Muñekita (with El Alfa & JT)","ORQUÍDEAS","Kali Uchis,El Alfa,JT",2024-01-12,219642,57,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:04:15Z,"dembow,urbano latino,latin,reggaeton","Geffen Records",0.787,0.822,0,-3.419,1,0.175,0.0655,0.00106,0.289,0.532,111.964,4
5ycn8M0WNGedabDuaH9mQT,"Labios Mordidos (with KAROL G)","ORQUÍDEAS","Kali Uchis,KAROL G",2024-01-12,195373,62,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:04:15Z,"reggaeton,latin,urbano latino","Geffen Records",0.709,0.891,0,-4.495,1,0.0491,0.305,0.000117,0.303,0.761,90.036,4
16pNGHrUDtUq5Qg4LnueIi,"No Hay Ley Parte 2 (with Rauw Alejandro)","ORQUÍDEAS","Kali Uchis,Rauw Alejandro",2024-01-12,188268,60,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:04:15Z,"reggaeton,urbano latino,trap latino,latin","Geffen Records",0.788,0.666,1,-6.244,0,0.0585,0.0254,0,0.242,0.233,119.951,4
0xuR1uorCHBfBi0HDZPSYi,"Heladito","ORQUÍDEAS","Kali Uchis",2024-01-12,144135,52,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:04:15Z,"","Geffen Records",0.566,0.68,5,-5.045,0,0.0293,0.0717,0,0.406,0.49,86,4
21RAJfkAbaq85RWJQWoxkx,"Dame Beso // Muévete","ORQUÍDEAS","Kali Uchis",2024-01-12,215666,60,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:04:15Z,"","Geffen Records",0.442,0.903,5,-4.406,0,0.115,0.0627,0.00000237,0.162,0.932,149.885,4
4WV21jJoYjf7d5abk0FbcM,"Damn My Love","Pagan Church","John Craigie,TK & The Holy Know-Nothings",2024-01-12,219083,27,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:05:09Z,"alt country,americana","ZABRISKIE POINT RECORDS",0.672,0.533,0,-5.822,1,0.0346,0.119,0.00000187,0.0786,0.872,128.263,4
64z4BjW0sFLhFDy3TT7PMq,"California Sober","Pagan Church","John Craigie,TK & The Holy Know-Nothings",2024-01-12,246712,22,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:05:09Z,"alt country,americana","ZABRISKIE POINT RECORDS",0.637,0.396,2,-7.462,1,0.0447,0.763,0.0000201,0.147,0.643,100.802,4
5DqrOXdnCKOYgpBBGQEWjW,"Walking Guilty","Pagan Church","John Craigie,TK & The Holy Know-Nothings",2024-01-12,232610,19,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:05:09Z,"alt country,americana","ZABRISKIE POINT RECORDS",0.668,0.571,10,-6.364,1,0.0266,0.336,0.00192,0.123,0.889,95.041,4
42wIhv5lg4QiMYNG2nZpw4,"Where It's From","Pagan Church","John Craigie,TK & The Holy Know-Nothings",2024-01-12,185447,23,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:05:09Z,"alt country,americana","ZABRISKIE POINT RECORDS",0.671,0.336,10,-10.822,1,0.0337,0.718,0.00000443,0.106,0.337,131.02,4
5of3QMhmqdnTNH7BF2XbSQ,"Viking Sex","Pagan Church","John Craigie,TK & The Holy Know-Nothings",2024-01-12,246025,16,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:05:09Z,"alt country,americana","ZABRISKIE POINT RECORDS",0.517,0.785,10,-4.447,1,0.0335,0.516,0.0000113,0.103,0.932,116.918,4
2HUfPzAEv6dU3VayXmdybT,"Good To You","Pagan Church","John Craigie,TK & The Holy Know-Nothings",2024-01-12,303206,17,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:05:09Z,"alt country,americana","ZABRISKIE POINT RECORDS",0.751,0.3,11,-7.281,1,0.0364,0.582,0.0158,0.124,0.817,132.685,4
6xNaNye14VMv1GZQrXEU7w,"Judas","Pagan Church","John Craigie,TK & The Holy Know-Nothings",2024-01-12,248623,17,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:05:09Z,"alt country,americana","ZABRISKIE POINT RECORDS",0.642,0.439,7,-8.431,0,0.0317,0.308,0.000122,0.085,0.679,76.026,4
6gG2hbaK3iYg7DWOtheGLF,"While I'm Down","Pagan Church","John Craigie,TK & The Holy Know-Nothings",2024-01-12,215544,24,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:05:09Z,"alt country,americana","ZABRISKIE POINT RECORDS",0.407,0.797,9,-6.393,1,0.0835,0.356,0.00176,0.112,0.716,202.162,4
4g34SgtBXO9lRlWm5adYDP,"Sandra","Pagan Church","John Craigie,TK & The Holy Know-Nothings",2024-01-12,208696,19,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:05:09Z,"alt country,americana","ZABRISKIE POINT RECORDS",0.516,0.362,2,-13.357,1,0.046,0.57,0.0262,0.194,0.254,87.381,4
4spYJBTplZrRGDMhoBl2d9,"Grand Junction","Pagan Church","John Craigie,TK & The Holy Know-Nothings",2024-01-12,225564,13,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:05:09Z,"alt country,americana","ZABRISKIE POINT RECORDS",0.748,0.48,2,-6.841,0,0.0287,0.542,0.000113,0.122,0.888,120.951,4
5Yvj0inHD9R6ZhnlIKizi8,"Pagan Church","Pagan Church","John Craigie,TK & The Holy Know-Nothings",2024-01-12,366004,14,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:05:09Z,"alt country,americana","ZABRISKIE POINT RECORDS",0.383,0.243,4,-11.612,1,0.031,0.434,0.00843,0.1,0.134,127.815,4
0S6KgEZ6oHoJMEgggk5fbx,"Hell","Little Rope","Sleater-Kinney",2024-01-19,194200,25,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:06:13Z,"","Loma Vista Recordings",0.238,0.461,2,-9.251,1,0.0454,0.0447,0.000792,0.0964,0.168,127.986,4
5o3ombwsKQAYnHyKa9Jbwg,"Needlessly Wild","Little Rope","Sleater-Kinney",2024-01-19,171986,21,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:06:13Z,"","Loma Vista Recordings",0.498,0.717,8,-8.114,0,0.0389,0.0207,0.00105,0.2,0.634,134.967,4
2EgYIE84KYjf52Sw2WW4x4,"Say It Like You Mean It","Little Rope","Sleater-Kinney",2024-01-19,224840,30,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:06:13Z,"","Loma Vista Recordings",0.533,0.689,1,-8.166,1,0.0251,0.0175,0.0106,0.0594,0.423,140.011,4
18BXVZ04Xm9eiSyFpD5PJE,"Hunt You Down","Little Rope","Sleater-Kinney",2024-01-19,212760,24,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:06:13Z,"","Loma Vista Recordings",0.613,0.634,11,-8.457,1,0.0446,0.0196,0.0000349,0.109,0.38,114.006,4
1wf91DouhIDzyweoJpkB3F,"Small Finds","Little Rope","Sleater-Kinney",2024-01-19,187733,17,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:06:13Z,"","Loma Vista Recordings",0.526,0.831,9,-6.827,0,0.0593,0.0023,0.000661,0.122,0.659,133.02,4
2yyTuHMp1LlvdA9PYquEBq,"Don’t Feel Right","Little Rope","Sleater-Kinney",2024-01-19,230200,18,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:06:13Z,"","Loma Vista Recordings",0.448,0.817,11,-8.552,1,0.0396,0.00326,0.0252,0.158,0.598,151.036,4
477skswRsPZu6383JfCObM,"Six Mistakes","Little Rope","Sleater-Kinney",2024-01-19,188920,16,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:06:13Z,"","Loma Vista Recordings",0.351,0.944,9,-6.813,1,0.0859,0.00963,0.232,0.123,0.354,188.305,4
2A9Oo9EmSwR2QDUZrfjQIA,"Crusader","Little Rope","Sleater-Kinney",2024-01-19,217253,17,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:06:13Z,"","Loma Vista Recordings",0.64,0.678,11,-10.07,0,0.0476,0.00253,0.000065,0.312,0.609,128.935,4
2wUX1Ehw5OLzYTu6Hu4QhP,"Dress Yourself","Little Rope","Sleater-Kinney",2024-01-19,208466,16,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:06:13Z,"","Loma Vista Recordings",0.632,0.593,11,-12.968,1,0.0369,0.213,0.0507,0.129,0.687,143.01,4
2RNw5tEPBdJ2oT6Gp8Ws7M,"Untidy Creature","Little Rope","Sleater-Kinney",2024-01-19,208906,22,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:06:13Z,"","Loma Vista Recordings",0.508,0.705,11,-7.525,1,0.0647,0.0155,0.00000626,0.0974,0.25,124.146,4
4falh3eCRkyOvHk33ZV3AV,"coelacanth","plastic death","glass beach",2024-01-19,394970,36,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:06:39Z,"","Run For Cover Records",0.306,0.814,7,-5.741,1,0.0373,0.212,0.419,0.1,0.125,129.41,3
3A7S7BWkfSEdqAMSsOz5dD,"motions","plastic death","glass beach",2024-01-19,212187,38,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:06:39Z,"","Run For Cover Records",0.503,0.931,1,-3.361,0,0.0682,0.0178,0.082,0.101,0.738,162.008,4
55uvNQyKpwD5lv8vqGyRPa,"slip under the door","plastic death","glass beach",2024-01-19,328405,33,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:06:39Z,"","Run For Cover Records",0.374,0.701,7,-7.09,1,0.0375,0.0943,0.128,0.243,0.14,115.102,4
5wcQljlZlMXO3qsRaZ6ipA,"guitar song","plastic death","glass beach",2024-01-19,148715,32,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:06:39Z,"","Run For Cover Records",0.357,0.413,9,-9.703,1,0.0424,0.484,0.0000172,0.168,0.453,111.101,3
0KCbWi4LF8rpY8U93T1Mwu,"rare animal","plastic death","glass beach",2024-01-19,278251,37,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:06:39Z,"","Run For Cover Records",0.551,0.935,4,-4.477,1,0.038,0.00791,0.051,0.285,0.178,95.001,4
0yoCVWBBiSj3c6BYpgmxK5,"cul-de-sac","plastic death","glass beach",2024-01-19,275805,34,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:06:39Z,"","Run For Cover Records",0.283,0.847,6,-4.961,1,0.0654,0.0102,0.00191,0.0915,0.436,124.057,4
33FwgbmRTDKOaCnRWWoJyG,"whalefall","plastic death","glass beach",2024-01-19,250335,31,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:06:39Z,"","Run For Cover Records",0.532,0.781,11,-8.207,1,0.0367,0.0183,0.846,0.2,0.375,159.977,4
2IW0SnE3J30bEKVsImGpxl,"puppy","plastic death","glass beach",2024-01-19,197884,36,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:06:39Z,"","Run For Cover Records",0.681,0.713,1,-5.519,1,0.0359,0.171,0.00161,0.179,0.756,109.942,4
6kMpFH200ZlLrYtImMzb5M,"the killer","plastic death","glass beach",2024-01-19,253828,30,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:06:39Z,"","Run For Cover Records",0.2,0.645,0,-6.368,1,0.0451,0.176,0.00592,0.425,0.238,161.838,4
1sMnIXDRXzUGk1fSPBfcFI,"the CIA","plastic death","glass beach",2024-01-19,282203,36,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:06:39Z,"","Run For Cover Records",0.303,0.884,4,-4.232,1,0.0806,0.00128,0.00271,0.696,0.463,135.017,4
7pa043v72n9xrAyOmpwwaS,"200","plastic death","glass beach",2024-01-19,229648,33,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:06:39Z,"","Run For Cover Records",0.331,0.695,2,-3.942,0,0.035,0.0566,0.00296,0.118,0.214,114.322,4
0s4SBcxkhUzP14eFKrWdEC,"commatose","plastic death","glass beach",2024-01-19,589551,38,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:06:39Z,"","Run For Cover Records",0.254,0.752,5,-5.655,1,0.0594,0.13,0.0286,0.0964,0.124,145.595,4
40tjC5pv6WqFOqqpxdlPoo,"abyss angel","plastic death","glass beach",2024-01-19,356769,31,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:06:39Z,"","Run For Cover Records",0.262,0.606,8,-5.845,0,0.0441,0.641,0.549,0.161,0.165,123.45,4
14twvCzXql2brH14KA7vzX,"89 Days","Melt the Honey","PACKS",2024-01-19,162078,26,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:08:05Z,"","Fire Talk",0.535,0.359,5,-10.841,1,0.0284,0.408,0.0149,0.108,0.471,117.267,4
03tUaXm6MXfGjM5ts2NIEE,"Honey","Melt the Honey","PACKS",2024-01-19,156722,22,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:08:05Z,"","Fire Talk",0.554,0.56,9,-7.882,1,0.0262,0.0884,0.00289,0.248,0.479,105.86,4
7o3YVtl08LiqrrxCAgNuts,"Pearly Whites","Melt the Honey","PACKS",2024-01-19,154314,21,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:08:05Z,"","Fire Talk",0.585,0.529,4,-11.583,0,0.0294,0.159,0.0988,0.313,0.257,126.636,4
3Gf3U6mxz3HkqJzEVuymX8,"HFCS","Melt the Honey","PACKS",2024-01-19,142883,24,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:08:05Z,"","Fire Talk",0.346,0.507,10,-8.346,0,0.031,0.303,0.0174,0.145,0.402,134.605,4
3jv8Z1WQrZd8z7y2ugx0WV,"AmyW","Melt the Honey","PACKS",2024-01-19,131129,14,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:08:05Z,"","Fire Talk",0.389,0.64,7,-9.047,0,0.0328,0.314,0.944,0.271,0.28,122.588,4
1ZytXhf67uhKg8f0xFsI4z,"Take Care","Melt the Honey","PACKS",2024-01-19,207428,21,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:08:05Z,"","Fire Talk",0.391,0.5,6,-8.058,0,0.028,0.262,0.00686,0.19,0.433,125.231,4
2tHxMpPtSgu7NmGZULdNaU,"Her Garden","Melt the Honey","PACKS",2024-01-19,163775,34,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:08:05Z,"","Fire Talk",0.643,0.517,0,-7.601,1,0.0263,0.145,0.0000699,0.152,0.61,103.675,4
6UbKmKYwLTrA5mlJVMuQsw,"Paige Machine","Melt the Honey","PACKS",2024-01-19,160039,21,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:08:05Z,"","Fire Talk",0.587,0.477,10,-9.296,1,0.0335,0.175,0.00402,0.213,0.255,127.526,4
7soqmGSW7TdgyYKs2P2KIJ,"Missy","Melt the Honey","PACKS,tormentatropica",2024-01-19,122149,27,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:08:05Z,"","Fire Talk",0.515,0.713,9,-7.768,0,0.0332,0.008,0.212,0.419,0.697,134.901,4
3OEQa3y4U9xL1RSNfRq32S,"Trippin","Melt the Honey","PACKS",2024-01-19,145867,13,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:08:05Z,"","Fire Talk",0.544,0.322,7,-10.196,1,0.0242,0.678,0.000659,0.109,0.128,95.631,4
7ekNN6qrS1BI7j5Z9B6hEq,"Time Loop","Melt the Honey","PACKS",2024-01-19,164620,15,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:08:05Z,"","Fire Talk",0.581,0.341,3,-10.108,1,0.0291,0.348,0.00000683,0.119,0.202,114.908,4
12H1IHD2RVDB69yCdXGl75,"sentimntel","Come Off It","Sunglow",2024-01-19,109987,0,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:08:30Z,"idm","Co. Bus.",0.595,0.808,1,-7.369,1,0.0327,0.00571,0.392,0.122,0.333,102.174,1
13A1P1KsA0z041EFk6cs7q,"twice","Come Off It","Sunglow",2024-01-19,151452,0,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:08:30Z,"idm","Co. Bus.",0.727,0.894,1,-6.417,1,0.114,0.147,0.698,0.404,0.603,140.078,4
1P92yMgzt4xtIsFIvudkhG,"Garden Blue","Come Off It","Sunglow",2024-01-19,74500,0,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:08:30Z,"idm","Co. Bus.",0.555,0.435,1,-9.576,1,0.0527,0.000421,0.114,0.318,0.791,179.819,4
3UHsQNTTVjuItLXbuZjE8f,"infoScope","Come Off It","Sunglow",2024-01-19,115161,0,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:08:30Z,"idm","Co. Bus.",0.463,0.871,8,-6.101,1,0.194,0.00508,0.0227,0.135,0.23,146.625,4
2Uh2ErggZ9Qa8nkO3irBoW,"Deluxe+","Come Off It","Sunglow",2024-01-19,86500,0,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:08:30Z,"idm","Co. Bus.",0.643,0.128,1,-12.309,1,0.0985,0.69,0.867,0.112,0.207,77.367,4
44RI2Ae3KOlcW5zuGK0bzh,"SHOP_ZONE","Come Off It","Sunglow",2024-01-19,42051,0,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:08:30Z,"idm","Co. Bus.",0.412,0.374,7,-12.691,1,0.0491,0.836,0.957,0.216,0.122,35.769,3
0jlWSigARE3apLZusM2Qwl,"Unbelievable","Come Off It","Sunglow",2024-01-19,128097,0,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:08:30Z,"idm","Co. Bus.",0.548,0.771,8,-8.24,0,0.0381,0.00656,0.673,0.175,0.357,113.418,4
39cAOk4i9XMucLKvX4EN4R,"Doberman Pinscher","Come Off It","Sunglow",2024-01-19,145750,0,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:08:30Z,"idm","Co. Bus.",0.406,0.722,9,-7.303,0,0.0488,0.0192,0.525,0.0777,0.425,170.85,4
0SJHNZBXuwevC98jrpjIS3,"castler","Come Off It","Sunglow",2024-01-19,140971,0,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:08:30Z,"idm","Co. Bus.",0.724,0.722,10,-7.532,1,0.0901,0.225,0.909,0.073,0.785,105.54,4
3UdmKXLvKrA4PhIHJAYVbt,"hard_Toner","Come Off It","Sunglow",2024-01-19,174000,0,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:08:30Z,"idm","Co. Bus.",0.58,0.661,2,-10.712,1,0.384,0.251,0.877,0.0993,0.326,108.714,4
5gQjIwNxPqcRewbfKrMire,"The Rabid Man","Come Off It","Sunglow",2024-01-19,89507,0,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:08:30Z,"idm","Co. Bus.",0.401,0.71,9,-10.566,1,0.335,0.0329,0.706,0.353,0.368,100.544,4
5CcT371d4xYd6jXzy7ly44,"Put Out the Stop","Come Off It","Sunglow",2024-01-19,195000,0,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:08:30Z,"idm","Co. Bus.",0.465,0.874,10,-6.336,0,0.0387,0.015,0.759,0.0954,0.528,174.256,4
72sMWFwbQq4kQ6EqnWdUZf,"King of Sweden","People Who Aren’t There Anymore","Future Islands",2024-01-26,251733,50,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:10:05Z,"","4AD",0.613,0.827,7,-6.488,0,0.03,0.00602,0.529,0.105,0.656,139.983,4
5tH2qe9ZNeIpto9dxk4ufx,"The Tower","People Who Aren’t There Anymore","Future Islands",2024-01-26,216866,48,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:10:05Z,"","4AD",0.646,0.935,3,-4.554,1,0.0424,0.0883,0.486,0.0795,0.628,140.022,4
2XKPhyIzriLtkqSbEtnFey,"Deep In The Night","People Who Aren’t There Anymore","Future Islands",2024-01-26,207133,39,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:10:05Z,"","4AD",0.614,0.359,8,-9.153,1,0.0291,0.0112,0.129,0.112,0.122,114.954,4
5Z9Q68FWGYnExUI7zrmETG,"Say Goodbye","People Who Aren’t There Anymore","Future Islands",2024-01-26,238133,41,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:10:05Z,"","4AD",0.648,0.622,9,-7.325,1,0.0315,0.000684,0.0159,0.118,0.644,130.009,4
6kShE7GtShByMkLGAcbrh3,"Give Me The Ghost Back","People Who Aren’t There Anymore","Future Islands",2024-01-26,197133,36,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:10:05Z,"","4AD",0.472,0.843,0,-5.836,0,0.0453,0.00549,0.00239,0.161,0.476,157.034,4
0WD51wX4WlDOSSs6pD28W7,"Corner of My Eye","People Who Aren’t There Anymore","Future Islands",2024-01-26,233266,35,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:10:05Z,"","4AD",0.533,0.476,10,-7.553,1,0.0293,0.0252,0.0222,0.293,0.234,109.999,4
5yTixFP31a9CFwyh8vP80n,"The Thief","People Who Aren’t There Anymore","Future Islands",2024-01-26,201200,40,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:10:05Z,"","4AD",0.732,0.652,0,-6.442,0,0.0307,0.00241,0.462,0.0891,0.694,120.004,4
3VXbKA04tnV2IIhUH6wwDK,"Iris","People Who Aren’t There Anymore","Future Islands",2024-01-26,224466,34,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:10:05Z,"","4AD",0.595,0.874,0,-6.436,0,0.0324,0.0145,0.0343,0.104,0.841,104.996,4
3R8Z5eyY2dIddJzg7r9xPi,"The Fight","People Who Aren’t There Anymore","Future Islands",2024-01-26,267400,35,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:10:05Z,"","4AD",0.634,0.607,1,-7.051,1,0.0316,0.338,0.00787,0.109,0.284,120,4
2njacMNMduDpk2Rhg06sp3,"Peach","People Who Aren’t There Anymore","Future Islands",2024-01-26,192293,42,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:10:05Z,"","4AD",0.597,0.839,8,-6.154,1,0.0278,0.14,0.206,0.108,0.891,160.02,4
11lNbA7XEZuA0Q1BmfcJt2,"The Sickness","People Who Aren’t There Anymore","Future Islands",2024-01-26,241133,32,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:10:05Z,"","4AD",0.533,0.701,3,-7.122,1,0.036,0.155,0.165,0.079,0.265,138.943,4
0pP3l0b1H6zK6nSxFarc4T,"The Garden Wheel","People Who Aren’t There Anymore","Future Islands",2024-01-26,168133,32,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:10:05Z,"","4AD",0.755,0.76,5,-6.709,0,0.0507,0.0662,0.533,0.247,0.723,140.01,4
3tP2P4KybC9wYVI8Pe41GT,"Wall Of Eyes","Wall Of Eyes","The Smile",2024-01-26,305946,48,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:10:30Z,"art rock","XL Recordings",0.555,0.397,0,-13.08,1,0.0372,0.709,0.88,0.101,0.536,141.716,4
6o2yIQVzajJjRrgICzcfAf,"Teleharmonic","Wall Of Eyes","The Smile",2024-01-26,310440,49,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:10:30Z,"art rock","XL Recordings",0.267,0.509,5,-12.274,0,0.0427,0.439,0.594,0.109,0.232,173.84,4
4WlKWgWG030Cpatn5P6uGE,"Read The Room","Wall Of Eyes","The Smile",2024-01-26,314440,44,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:10:30Z,"art rock","XL Recordings",0.557,0.721,4,-9.39,1,0.0292,0.137,0.6,0.0928,0.49,123.085,4
0S8AJYklLvEHIA6J2Mfirx,"Under Our Pillows","Wall Of Eyes","The Smile",2024-01-26,374040,41,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:10:30Z,"art rock","XL Recordings",0.232,0.605,2,-10.552,1,0.0555,0.0433,0.646,0.0791,0.216,84.904,4
4lTLmo9aTyMJ1SoHa63WA6,"Friend Of A Friend","Wall Of Eyes","The Smile",2024-01-26,275200,46,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:10:30Z,"art rock","XL Recordings",0.4,0.354,10,-10.28,1,0.0331,0.429,0.246,0.104,0.263,122.35,5
1AwmHLaRPX4970KLkbetPb,"I Quit","Wall Of Eyes","The Smile",2024-01-26,332053,41,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:10:30Z,"art rock","XL Recordings",0.493,0.521,5,-11.196,0,0.0297,0.652,0.911,0.113,0.678,170.025,4
