Track ID,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
4DlGLD32K7shuL8ub067DL,"Classical","Only God Was Above Us","Vampire Weekend",2024-04-05,259946,51,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:18:28Z,"indie,baroque pop","Columbia",0.333,0.766,0,-3.484,1,0.0364,0.0614,0.000728,0.359,0.416,111.063,4
4oAGV7IADPWfkpk6aGQqZt,"Capricorn","Only God Was Above Us","Vampire Weekend",2024-04-05,249560,54,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:18:28Z,"indie,baroque pop","Columbia",0.566,0.641,7,-4.085,1,0.0303,0.142,0.000743,0.0929,0.558,139.942,4
3Oko2TgOzXPLlE2dbbsNKV,"Connect","Only God Was Above Us","Vampire Weekend",2024-04-05,310066,48,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:18:28Z,"indie,baroque pop","Columbia",0.401,0.661,10,-7.394,1,0.11,0.285,0.105,0.348,0.419,164.965,4
0NiaHPlgDp7081zSqXuULS,"Prep-School Gangsters","Only God Was Above Us","Vampire Weekend",2024-04-05,228546,50,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:18:28Z,"indie,baroque pop","Columbia",0.711,0.662,10,-3.843,1,0.0262,0.34,0.00774,0.434,0.279,121.105,4
0tPOlAEXHaXXIJGNR9Ljiy,"The Surfer","Only God Was Above Us","Vampire Weekend",2024-04-05,347373,45,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:18:28Z,"indie,baroque pop","Columbia",0.545,0.52,0,-5.91,1,0.0319,0.198,0.619,0.0879,0.366,85.423,4
7EBmnpMsikHSmwOoCnAKrd,"Gen-X Cops","Only God Was Above Us","Vampire Weekend",2024-04-05,227506,46,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:18:28Z,"indie,baroque pop","Columbia",0.52,0.836,5,-4.763,1,0.0449,0.0081,0.00283,0.193,0.399,167.941,4
6OjwIdLlkjCLuOThOwODEY,"Mary Boone","Only God Was Above Us","Vampire Weekend",2024-04-05,266026,54,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:18:28Z,"indie,baroque pop","Columbia",0.501,0.65,1,-5.588,1,0.0474,0.0917,0.0434,0.121,0.395,95.461,4
1vfG5VaQQzr7x7gCbVyQFF,"Pravda","Only God Was Above Us","Vampire Weekend",2024-04-05,251466,44,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:18:28Z,"indie,baroque pop","Columbia",0.592,0.502,9,-8.127,1,0.0321,0.455,0.178,0.304,0.37,100.037,4
5sBrebz7XnIbwSdWgWasLr,"Hope","Only God Was Above Us","Vampire Weekend",2024-04-05,477880,45,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:18:28Z,"indie,baroque pop","Columbia",0.52,0.656,0,-5.855,1,0.0263,0.0432,0.00372,0.101,0.353,147.998,4
2qTdBxcLd5d4YhNaecL96P,"Keep On Dancing","My Method Actor","Nilüfer Yanya",2024-09-13,128429,47,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:18:42Z,"","Ninja Tune",0.718,0.521,5,-9.056,0,0.0282,0.587,0,0.27,0.409,120.019,4
7f57Tz3uydJkSuVsQ7sj4l,"Like I Say (I runaway)","My Method Actor","Nilüfer Yanya",2024-09-13,177475,57,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:18:42Z,"","Ninja Tune",0.684,0.765,2,-5.816,0,0.0434,0.0454,0.0000135,0.0934,0.55,89.997,4
0sggL2BsarV5q8acXljmWI,"Method Actor","My Method Actor","Nilüfer Yanya",2024-09-13,231708,50,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:18:42Z,"","Ninja Tune",0.709,0.66,8,-8.262,0,0.0762,0.101,0.00292,0.107,0.665,170.081,4
3XjhOYg7FGEjF2RP0zG8Oz,"Binding","My Method Actor","Nilüfer Yanya",2024-09-13,316628,45,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:18:42Z,"","Ninja Tune",0.678,0.445,8,-10.312,1,0.029,0.828,0.0000112,0.111,0.474,84.027,4
0CPNtInZtdxtWNOBN5Nkhu,"Mutations","My Method Actor","Nilüfer Yanya",2024-09-13,256647,48,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:18:42Z,"","Ninja Tune",0.825,0.569,6,-8.152,0,0.062,0.0234,0.265,0.0839,0.361,94,4
01o8kNv5IuCozkDg7ivmbT,"Ready for Sun (touch)","My Method Actor","Nilüfer Yanya",2024-09-13,333635,41,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:18:42Z,"","Ninja Tune",0.542,0.44,7,-11.575,1,0.0421,0.194,0.000823,0.0898,0.217,174.952,4
17CRKNVXAGdX6Z2VvRz4ai,"Call It Love","My Method Actor","Nilüfer Yanya",2024-09-13,293120,44,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:18:42Z,"","Ninja Tune",0.599,0.333,7,-10.317,1,0.0241,0.249,0.0000114,0.0944,0.654,87.53,4
4shbMK49IokZWI66qQC4hl,"Faith’s Late","My Method Actor","Nilüfer Yanya",2024-09-13,289790,39,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:18:42Z,"","Ninja Tune",0.489,0.476,8,-6.791,1,0.0303,0.354,0.000253,0.202,0.527,202.09,4
4n53hJa0qhqzytUxtUUriD,"Made Out Of Memory","My Method Actor","Nilüfer Yanya",2024-09-13,214694,46,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:18:42Z,"","Ninja Tune",0.827,0.607,0,-9.937,1,0.0489,0.0622,0.00349,0.11,0.793,148.934,4
34of90TBvf1ItuoFxUyruy,"Just A Western","My Method Actor","Nilüfer Yanya",2024-09-13,269473,50,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:18:42Z,"","Ninja Tune",0.708,0.636,11,-8.424,0,0.0485,0.194,0.0000707,0.0775,0.394,94.028,4
0EgfX020pzBuNLqjVPIBv6,"Wingspan","My Method Actor","Nilüfer Yanya",2024-09-13,147703,38,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:18:42Z,"","Ninja Tune",0.348,0.174,7,-13.7,0,0.0312,0.899,0.000425,0.101,0.26,67.225,4
5oNdZWJIMiCbSQuaWc7G7E,"The Stargate [Tablet I]","Absolute Elsewhere","Blood Incantation",2024-10-04,500080,49,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:18:55Z,"death metal,progressive metal","Century Media",0.264,0.866,9,-7.026,0,0.0604,0.00184,0.854,0.504,0.201,148.244,4
77EnjgcxEVog2LIgRnONbQ,"The Stargate [Tablet II]","Absolute Elsewhere","Blood Incantation,Tangerine Dream",2024-10-04,308480,46,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:18:55Z,"death metal,progressive metal,krautrock,space music,space rock,progressive rock,new age,ambient","Century Media",0.246,0.727,9,-10.239,0,0.0724,0.562,0.898,0.22,0.0652,144.379,4
5BRka5jlioljvRzYcGBdLJ,"The Stargate [Tablet III]","Absolute Elsewhere","Blood Incantation",2024-10-04,410960,46,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:18:55Z,"death metal,progressive metal","Century Media",0.212,0.889,7,-6.673,1,0.0902,0.000423,0.788,0.272,0.187,155.8,4
7bvkBpcJnYHCuiyoDk9t3l,"The Message [Tablet I]","Absolute Elsewhere","Blood Incantation",2024-10-04,356920,45,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:18:55Z,"death metal,progressive metal","Century Media",0.27,0.918,7,-6.992,0,0.128,0.00144,0.86,0.738,0.15,104.087,4
1fXcdmrYXXawtTz4DPjju4,"The Message [Tablet II]","Absolute Elsewhere","Blood Incantation",2024-10-04,358920,44,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:18:55Z,"death metal,progressive metal","Century Media",0.256,0.632,7,-9.746,0,0.0326,0.087,0.681,0.54,0.387,95.293,4
0U7wB4UE9usWuVVn3JZyf5,"The Message [Tablet III]","Absolute Elsewhere","Blood Incantation",2024-10-04,687653,43,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:18:55Z,"death metal,progressive metal","Century Media",0.152,0.878,0,-7.444,1,0.0823,0.00154,0.885,0.21,0.0962,159.942,4
0eDYcjD9ywvqZCCJ6SLtZ6,"Funeral for Justice","Funeral for Justice (Injustice Version)","Mdou Moctar",2025-01-28,188620,21,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:19:06Z,"gnawa","Matador",0.243,0.921,1,-4.681,1,0.0818,0.0000382,0.0585,0.369,0.493,117.788,3
7wk4CsCdm795itk3Yir8pS,"Thirst","You Won't Go Before You're Supposed To","Knocked Loose",2024-05-10,106875,50,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:19:16Z,"hardcore,metalcore,deathcore,hardcore punk","Pure Noise Records",0.268,0.978,9,-3.569,0,0.476,0.000463,0.000357,0.345,0.0593,167.884,4
7sSnydn10cmiEDOd4hPKxU,"Piece By Piece","You Won't Go Before You're Supposed To","Knocked Loose",2024-05-10,171176,51,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:19:16Z,"hardcore,metalcore,deathcore,hardcore punk","Pure Noise Records",0.244,0.97,9,-1.838,1,0.237,0.0000135,0.00292,0.522,0.115,174.752,4
6PXYOVPBzO3xojFhQAvmde,"Suffocate (feat. Poppy)","You Won't Go Before You're Supposed To","Knocked Loose,Poppy",2024-05-10,164695,64,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:19:16Z,"hardcore,metalcore,deathcore,hardcore punk","Pure Noise Records",0.244,0.985,1,-2.781,0,0.38,0.0000346,0.0139,0.51,0.124,169.561,4
5hPjTibz6wInfJQvImFp9I,"Don't Reach For Me","You Won't Go Before You're Supposed To","Knocked Loose",2024-05-10,225240,57,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:19:16Z,"hardcore,metalcore,deathcore,hardcore punk","Pure Noise Records",0.349,0.959,1,-2.594,0,0.284,0.0000794,0.00107,0.174,0.154,144.959,3
304147FnUgPZ5ko2sFDSFm,"Moss Covers All","You Won't Go Before You're Supposed To","Knocked Loose",2024-05-10,46354,49,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:19:16Z,"hardcore,metalcore,deathcore,hardcore punk","Pure Noise Records",0.526,0.983,10,-2.808,1,0.302,0.000172,0.301,0.404,0.117,132.942,4
52axOqZVdRqyH7ZTYGJX1Z,"Take Me Home","You Won't Go Before You're Supposed To","Knocked Loose",2024-05-10,135678,49,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:19:16Z,"hardcore,metalcore,deathcore,hardcore punk","Pure Noise Records",0.594,0.801,0,-4.77,1,0.126,0.000377,0.082,0.253,0.209,132.968,4
3IXBQaQJ5ljpWwndAVvixg,"Slaughterhouse 2 (feat. Chris Motionless)","You Won't Go Before You're Supposed To","Knocked Loose,Motionless In White,Chris Motionless",2024-05-10,183721,55,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:19:16Z,"hardcore,metalcore,deathcore,hardcore punk,metal,screamo","Pure Noise Records",0.296,0.996,4,-1.799,1,0.271,0.0000236,0.00021,0.305,0.112,143.983,4
1Q9gtac5N9RFdq5dKuToST,"The Calm That Keeps You Awake","You Won't Go Before You're Supposed To","Knocked Loose",2024-05-10,161514,49,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:19:16Z,"hardcore,metalcore,deathcore,hardcore punk","Pure Noise Records",0.185,0.988,9,-2.777,1,0.31,0.000015,0.00179,0.494,0.322,186.027,4
12KkNzIniU4U2LAHNgVDvw,"Blinding Faith","You Won't Go Before You're Supposed To","Knocked Loose",2024-05-10,171090,58,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:19:16Z,"hardcore,metalcore,deathcore,hardcore punk","Pure Noise Records",0.261,0.962,9,-2.54,1,0.226,0.0000145,0.0193,0.215,0.218,165.887,4
4VksDJS5zhseecrsTD8uPr,"Sit & Mourn","You Won't Go Before You're Supposed To","Knocked Loose",2024-05-10,286895,48,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:19:16Z,"hardcore,metalcore,deathcore,hardcore punk","Pure Noise Records",0.256,0.985,9,-4.584,0,0.338,0.000134,0.483,0.207,0.0427,139.943,4
3rZwj7e7m61R5e9Tn3YTFa,"Jerkin'","Cartoon Darkness","Amyl and The Sniffers",2024-10-25,128658,55,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:19:27Z,"punk","Virgin Music Label And Artist Services Australia (P&D)",0.528,0.958,11,-2.4,1,0.0573,0.00299,0,0.135,0.587,144.453,4
65qpo8Xop4WCkjGX2wjIAy,"Chewing Gum","Cartoon Darkness","Amyl and The Sniffers",2024-10-25,200240,48,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:19:27Z,"punk","Virgin Music Label And Artist Services Australia (P&D)",0.435,0.948,3,-1.941,0,0.075,0.000702,0,0.0913,0.497,116.227,4
4fWtzgALYlAOeUAKiWDvw2,"Tiny Bikini","Cartoon Darkness","Amyl and The Sniffers",2024-10-25,134251,49,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:19:27Z,"punk","Virgin Music Label And Artist Services Australia (P&D)",0.514,0.886,11,-3.41,1,0.0851,0.00169,0.00000318,0.142,0.872,130.103,4
7zGuOKCjKlIdaFh0xREuCY,"Big Dreams","Cartoon Darkness","Amyl and The Sniffers",2024-10-25,191700,49,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:19:27Z,"punk","Virgin Music Label And Artist Services Australia (P&D)",0.483,0.644,10,-5.531,0,0.0274,0.0962,0,0.116,0.448,108.68,4
6EpWqPWFo6FwLBTQgWWiyy,"It's Mine","Cartoon Darkness","Amyl and The Sniffers",2024-10-25,97123,44,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:19:27Z,"punk","Virgin Music Label And Artist Services Australia (P&D)",0.364,0.968,3,-3.052,0,0.0687,0.0156,0,0.354,0.609,103.259,4
0VDBTnmzY4iuwrsdhnbRKQ,"Motorbike Song","Cartoon Darkness","Amyl and The Sniffers",2024-10-25,144880,44,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:19:27Z,"punk","Virgin Music Label And Artist Services Australia (P&D)",0.211,0.976,6,-2.397,1,0.135,0.000413,0.00119,0.27,0.5,196.997,4
4YuCuyYRDttj1IsZbOgMEo,"Doing In Me Head","Cartoon Darkness","Amyl and The Sniffers",2024-10-25,181308,43,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:19:27Z,"punk","Virgin Music Label And Artist Services Australia (P&D)",0.386,0.931,10,-2.785,0,0.0505,0.0276,0.0000066,0.279,0.953,155.486,4
2R8xzqRagbplHNxVw12TzW,"Pigs","Cartoon Darkness","Amyl and The Sniffers",2024-10-25,143599,39,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:19:27Z,"punk","Virgin Music Label And Artist Services Australia (P&D)",0.272,0.955,10,-5.096,0,0.104,0.0000875,0.0428,0.314,0.681,98.705,4
5Xr6gvPHJgFRbT3mX0MSqe,"Bailing On Me","Cartoon Darkness","Amyl and The Sniffers",2024-10-25,161236,41,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:19:27Z,"punk","Virgin Music Label And Artist Services Australia (P&D)",0.574,0.74,11,-4.494,1,0.0347,0.0254,0,0.104,0.806,128.258,4
6zfVBdPDopmP36NeHd4O2m,"U Should Not Be Doing That","Cartoon Darkness","Amyl and The Sniffers",2024-10-25,204773,53,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:19:27Z,"punk","Virgin Music Label And Artist Services Australia (P&D)",0.637,0.855,1,-3.943,1,0.0505,0.00247,0.000299,0.0478,0.807,124.987,4
4p85eInf63lBa9dClBuWh8,"Do It Do It","Cartoon Darkness","Amyl and The Sniffers",2024-10-25,146453,40,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:19:27Z,"punk","Virgin Music Label And Artist Services Australia (P&D)",0.305,0.966,6,-2.515,1,0.0858,0.0000937,0.0421,0.0486,0.511,159.238,4
00vG7ETuibV00RrpUREBec,"Going Somewhere","Cartoon Darkness","Amyl and The Sniffers",2024-10-25,169331,38,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:19:27Z,"punk","Virgin Music Label And Artist Services Australia (P&D)",0.473,0.892,1,-3.811,1,0.0782,0.000397,0.00931,0.0807,0.596,114.639,4
3VunVMmDIaNZHPOBjmT7ci,"Me and The Girls","Cartoon Darkness","Amyl and The Sniffers",2024-10-25,128146,44,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:19:27Z,"punk","Virgin Music Label And Artist Services Australia (P&D)",0.676,0.908,6,-3.434,1,0.0757,0.00416,0,0.272,0.665,118.06,4
0PQTcY3pZ09Mln2G2oUjX5,"All Born Screaming","All Born Screaming","St. Vincent,Cate Le Bon",2024-04-26,415396,39,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:19:36Z,"art pop,chamber pop","St. Vincent",0.601,0.673,7,-8.539,1,0.0522,0.0827,0.287,0.27,0.212,87.431,4
1DcM8iJQ0fktV86SqE70Zn,"Patterns in Repeat","Patterns in Repeat","Laura Marling",2024-10-25,294782,39,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:19:47Z,"singer-songwriter,chamber pop,folk,indie folk","Chrysalis Records",0.332,0.136,6,-14.23,1,0.0325,0.949,0.00323,0.11,0.213,86.836,4
7xFvweaPGFCrpQGqsSVKnk,"Aey Nehin","Night Reign","Arooj Aftab",2024-05-31,345765,41,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:20:00Z,"","Arooj Aftab",0.577,0.292,5,-17.042,0,0.0282,0.893,0.035,0.131,0.234,100.064,4
3ysGLacY2BHPZlfmNLlcbQ,"Na Gul","Night Reign","Arooj Aftab",2024-05-31,329935,36,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:20:00Z,"","Arooj Aftab",0.307,0.163,10,-15.493,1,0.0332,0.937,0.00107,0.0952,0.0824,81.65,3
4A4BdAB3MPQhLn7MZZOSmW,"Autumn Leaves (feat. James Francies)","Night Reign","Arooj Aftab,James Francies",2024-05-31,286730,37,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:20:00Z,"jazz","Arooj Aftab",0.579,0.338,10,-14.625,1,0.0344,0.786,0.283,0.0917,0.199,90.126,5
4FQAxshBZidR2if07k021H,"Bolo Na (feat. Moor Mother, Joel Ross)","Night Reign","Arooj Aftab,Moor Mother,Joel Ross",2024-05-31,374783,37,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:20:00Z,"experimental hip hop,experimental,jazz","Arooj Aftab",0.541,0.356,2,-10.899,1,0.0283,0.553,0.0943,0.121,0.136,135.893,4
0BUQnIR6u8DFHClDlruO1u,"Saaqi (feat. Vijay Iyer)","Night Reign","Arooj Aftab,Vijay Iyer",2024-05-31,406831,33,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:20:00Z,"free jazz,jazz","Arooj Aftab",0.161,0.165,11,-17.936,0,0.0317,0.89,0.461,0.0804,0.0749,178.915,3
35IhAAciJPseghP7KlBhVU,"Last Night Reprise (feat. Cautious Clay, Kaki King, Maeve Gilchrist)","Night Reign","Arooj Aftab,Cautious Clay,Kaki King,Maeve Gilchrist",2024-05-31,307887,34,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:20:00Z,"celtic","Arooj Aftab",0.402,0.383,7,-13.724,0,0.0523,0.806,0.355,0.112,0.0763,170.106,4
4fw0uoL1HXUhcgcU2gbVZN,"Raat Ki Rani","Night Reign","Arooj Aftab",2024-05-31,313311,42,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:20:00Z,"","Arooj Aftab",0.612,0.413,10,-12.836,0,0.0369,0.772,0.0428,0.0988,0.262,91.984,4
2ZeVYOdBt4wqY5u7T54yWT,"Whiskey","Night Reign","Arooj Aftab",2024-05-31,307007,35,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:20:00Z,"","Arooj Aftab",0.364,0.267,5,-15.349,0,0.03,0.679,0.0486,0.194,0.178,111.135,3
4byAerUxEEu9dKVqpK0uBA,"Zameen (feat. Chocolate Genius Incorporated)","Night Reign","Arooj Aftab,Chocolate Genius Incorporated",2024-05-31,256846,30,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:20:00Z,"","Arooj Aftab",0.192,0.109,10,-18.868,1,0.032,0.818,0.104,0.111,0.151,88.81,3
3JHV9pB45aEU8H77W7pnGe,"I Am Dog Now","Cool World","Chat Pile",2024-10-11,233035,44,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:20:12Z,"noise rock,sludge metal","The Flenser",0.304,0.954,1,-4.804,1,0.0673,0.000203,0.292,0.159,0.423,153.664,4
3bSoDjuNt7Z61p2dInCEkd,"Shame","Cool World","Chat Pile",2024-10-11,225094,42,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:20:12Z,"noise rock,sludge metal","The Flenser",0.34,0.972,5,-4.62,1,0.0897,0.0000471,0.784,0.626,0.305,130.436,4
4LApmgmE0i3Y8vntkQPqgz,"Frownland","Cool World","Chat Pile",2024-10-11,235923,41,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:20:12Z,"noise rock,sludge metal","The Flenser",0.234,0.958,1,-4.437,1,0.0692,0.0000269,0.812,0.187,0.417,82.975,4
1S4lb4OTsuEZFTiROTX8Ba,"Funny Man","Cool World","Chat Pile",2024-10-11,210164,40,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:20:12Z,"noise rock,sludge metal","The Flenser",0.318,0.954,6,-4.328,1,0.0615,0.0000458,0.519,0.214,0.264,86.074,4
1f8gNBM12urFIqZZhMeYtt,"Camcorder","Cool World","Chat Pile",2024-10-11,383898,39,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:20:12Z,"noise rock,sludge metal","The Flenser",0.242,0.776,5,-6.721,1,0.0343,0.00404,0.736,0.238,0.145,74.369,4
1CdUwLpCm9J0dYKsIsS58i,"Tape","Cool World","Chat Pile",2024-10-11,252172,37,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:20:12Z,"noise rock,sludge metal","The Flenser",0.26,0.951,10,-4.732,1,0.0926,0.0004,0.582,0.233,0.382,166.855,4
6dp7LGPuAIylYrh8RBM0v6,"The New World","Cool World","Chat Pile",2024-10-11,270163,37,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:20:12Z,"noise rock,sludge metal","The Flenser",0.194,0.973,6,-4.296,1,0.133,0.0000175,0.176,0.408,0.34,82.788,4
7rmubB7CWxuSfSGSoFHZRE,"Masc","Cool World","Chat Pile",2024-10-11,249280,43,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:20:12Z,"noise rock,sludge metal","The Flenser",0.22,0.826,2,-4.818,1,0.0804,0.00035,0.803,0.133,0.384,92.947,4
3OnYbA6G36eihriI6hOZro,"Milk of Human Kindness","Cool World","Chat Pile",2024-10-11,289961,36,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:20:12Z,"noise rock,sludge metal","The Flenser",0.323,0.686,6,-6.59,0,0.0401,0.0071,0.618,0.29,0.268,144.166,4
7BOWKOPp9aG1UPKY1DGgzU,"No Way Out","Cool World","Chat Pile",2024-10-11,215008,34,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:20:12Z,"noise rock,sludge metal","The Flenser",0.203,0.902,9,-6.526,0,0.0613,0.000386,0.357,0.0827,0.178,172.491,3
0YxK50YvRLghziXnEtmuxl,"Bread Wine Body Blood","The Thief Next to Jesus","Ka",2024-09-19,173760,42,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:20:45Z,"experimental hip hop,east coast hip hop,underground hip hop,alternative hip hop","Iron Works Records",0.498,0.616,2,-7.118,1,0.275,0.667,0.00206,0.0547,0.716,71.31,4
1tW8MaGzBPK25VWJ9QC3jF,"Beautiful","The Thief Next to Jesus","Ka",2024-09-19,180093,37,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:20:45Z,"experimental hip hop,east coast hip hop,underground hip hop,alternative hip hop","Iron Works Records",0.576,0.623,0,-6.974,0,0.0479,0.397,0.0131,0.184,0.519,84.04,3
7EhyfXOb5jewiDQ53qt4aR,"Tested Testimony","The Thief Next to Jesus","Ka",2024-09-19,134893,35,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:20:45Z,"experimental hip hop,east coast hip hop,underground hip hop,alternative hip hop","Iron Works Records",0.288,0.682,8,-7.44,0,0.058,0.611,0.0249,0.373,0.247,90.778,4
73pKkGtsUDDjBKRiIeNkhr,"Borrowed Time","The Thief Next to Jesus","Ka",2024-09-19,167440,35,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:20:45Z,"experimental hip hop,east coast hip hop,underground hip hop,alternative hip hop","Iron Works Records",0.45,0.516,3,-8.218,0,0.183,0.66,0.00322,0.249,0.744,82.162,4
7DCZDzcnWA9qebfTKzS7vR,"Collection Plate","The Thief Next to Jesus","Ka",2024-09-19,112133,33,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:20:45Z,"experimental hip hop,east coast hip hop,underground hip hop,alternative hip hop","Iron Works Records",0.418,0.434,6,-10.046,1,0.0813,0.505,0.00000412,0.249,0.39,81.589,4
1evhJEljjgiX1khe2mw7al,"Broken Rose Window","The Thief Next to Jesus","Ka",2024-09-19,186226,33,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:20:45Z,"experimental hip hop,east coast hip hop,underground hip hop,alternative hip hop","Iron Works Records",0.479,0.495,7,-9.154,1,0.222,0.308,0.0722,0.156,0.395,110.624,4
5UsA7GmKLwffJcXMFrdqy9,"God Undefeated","The Thief Next to Jesus","Ka",2024-09-19,123306,31,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:20:45Z,"experimental hip hop,east coast hip hop,underground hip hop,alternative hip hop","Iron Works Records",0.343,0.431,10,-8.886,0,0.052,0.88,0.195,0.15,0.488,87.748,4
1c9TddwuPCkgTsDufHME3o,"Soul and Spirit","The Thief Next to Jesus","Ka",2024-09-19,119373,31,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:20:45Z,"experimental hip hop,east coast hip hop,underground hip hop,alternative hip hop","Iron Works Records",0.5,0.49,6,-10.12,1,0.189,0.486,0.00595,0.142,0.464,80.73,3
4ciRIXyLjdOVTLncR4egF1,"Lord Have Mercy","The Thief Next to Jesus","Ka",2024-09-19,156813,31,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:20:45Z,"experimental hip hop,east coast hip hop,underground hip hop,alternative hip hop","Iron Works Records",0.585,0.317,4,-11.28,1,0.0441,0.705,0.023,0.278,0.394,77.871,4
1Nb9mQ87NIsH9VhnCMDUZn,"Such Devotion","The Thief Next to Jesus","Ka",2024-09-19,149493,33,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:20:45Z,"experimental hip hop,east coast hip hop,underground hip hop,alternative hip hop","Iron Works Records",0.409,0.573,5,-9.283,0,0.0549,0.627,0.00214,0.699,0.638,126.143,4
2KTwcbCaDq5ZAWFthQ1bkj,"Cross You Bear","The Thief Next to Jesus","Ka",2024-09-19,143453,29,mmr4r23xnc6oh1c77lysfbqg4,2025-01-29T01:20:45Z,"experimental hip hop,east coast hip hop,underground hip hop,alternative hip hop","Iron Works Records",0.347,0.399,11,-8.89,1,0.0574,0.109,0.000013,0.221,0.0397,92.539,5
