Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:1xLnDEXaTzNzYPsRSafyiG,"Knowledge","Forty","Blu,August Fanon,Triune,Tristate",2025-04-18,198751,0,mmr4r23xnc6oh1c77lysfbqg4,2025-04-18T11:48:31Z,"jazz rap,underground hip hop","Nature Sounds",0.446,0.768,0,-6.894,1,0.242,0.48,0,0.439,0.808,105.174,3
spotify:track:3a7X642SIYSeQ27DPY0FQQ,"Bible","Forty","Blu,August Fanon,Propaganda,PCH",2025-04-18,176249,0,mmr4r23xnc6oh1c77lysfbqg4,2025-04-18T11:48:31Z,"jazz rap,underground hip hop,christian hip hop,spoken word,christian alternative rock","Nature Sounds",0.352,0.694,11,-6.43,1,0.153,0.0944,0,0.544,0.52,87.773,4
spotify:track:20nMRArovEsyLzMax2RLsB,"Human","Forty","Blu,August Fanon,Homeboy Sandman,Asher Roth",2025-04-18,184021,0,mmr4r23xnc6oh1c77lysfbqg4,2025-04-18T11:48:31Z,"jazz rap,underground hip hop,east coast hip hop,alternative hip hop","Nature Sounds",0.319,0.7,10,-6.429,0,0.223,0.0931,0,0.507,0.537,79.932,4
spotify:track:6HhM9ydzRtH1tGDRdde4hp,"Loser","Forty","Blu,August Fanon,Cashus King,Stik Figa",2025-04-18,195934,0,mmr4r23xnc6oh1c77lysfbqg4,2025-04-18T11:48:31Z,"jazz rap,underground hip hop","Nature Sounds",0.631,0.709,7,-6.82,1,0.245,0.58,0,0.841,0.784,85.344,4
spotify:track:5VTAV45RVX0P6sTkgTzp7Q,"Joy","Forty","Blu,August Fanon,Fashawn,Choosey",2025-04-18,197948,0,mmr4r23xnc6oh1c77lysfbqg4,2025-04-18T11:48:31Z,"jazz rap,underground hip hop,alternative hip hop","Nature Sounds",0.458,0.906,0,-6.782,1,0.519,0.451,0,0.953,0.434,138.682,4
spotify:track:7Kdaa5qvzBwioOhwQ24Nvu,"Grime Scene Saviour","Grime Scene Saviour","Chip",2025-04-18,180462,0,mmr4r23xnc6oh1c77lysfbqg4,2025-04-18T11:48:53Z,"grime,afroswing","Cash Motto Ltd",0.557,0.807,1,-6.009,1,0.39,0.153,0,0.141,0.675,159.166,5
spotify:track:4t2MOBS3yxtWnUJjS1JfFf,"Function Riddim","Grime Scene Saviour","Chip",2025-04-18,179344,0,mmr4r23xnc6oh1c77lysfbqg4,2025-04-18T11:48:53Z,"grime,afroswing","Cash Motto Ltd",0.631,0.733,1,-6.555,1,0.37,0.0885,0,0.0816,0.548,140.014,4
spotify:track:2Yv8wikL8Z4MTFJkYyXSni,"DaVinChe Code","Grime Scene Saviour","Chip",2025-04-18,134068,0,mmr4r23xnc6oh1c77lysfbqg4,2025-04-18T11:48:53Z,"grime,afroswing","Cash Motto Ltd",0.632,0.78,7,-6.351,1,0.451,0.154,0,0.0808,0.619,145.549,4
spotify:track:5McOX8pR3ms16WItkEoAQA,"Grime Scene Saviours (feat. D Double E, Frisco, Flirta D, Skepta, Bruza, JME, Jendor, Novelist, Jamakabi & Flowdan)","Grime Scene Saviour","Chip,D Double E,Frisco,Flirta D,Skepta,Bruza,Jme,Jendor,Novelist,Jamakabi,Flowdan",2025-04-18,174324,0,mmr4r23xnc6oh1c77lysfbqg4,2025-04-18T11:48:53Z,"grime,afroswing,drum and bass,jungle,uk garage,stutter house,tech house","Cash Motto Ltd",0.42,0.755,10,-5.176,0,0.385,0.0374,0,0.216,0.507,169.202,5
spotify:track:15hhWgMycWugOWakNgCbtL,"Sexy Grime","Grime Scene Saviour","Chip",2025-04-18,125682,0,mmr4r23xnc6oh1c77lysfbqg4,2025-04-18T11:48:53Z,"grime,afroswing","Cash Motto Ltd",0.526,0.477,1,-8.687,1,0.34,0.585,0,0.141,0.503,138.741,4
spotify:track:6NDy4qukSZdvW7uR2F30Pb,"Ask Her","Grime Scene Saviour","Chip",2025-04-18,154633,0,mmr4r23xnc6oh1c77lysfbqg4,2025-04-18T11:48:53Z,"grime,afroswing","Cash Motto Ltd",0.575,0.691,11,-6.55,0,0.345,0.032,0,0.23,0.716,165.156,5
spotify:track:1nmPbX69xDGnVThRra7n4x,"Twist My Fingers","Grime Scene Saviour","Chip",2025-04-18,169679,0,mmr4r23xnc6oh1c77lysfbqg4,2025-04-18T11:48:53Z,"grime,afroswing","Cash Motto Ltd",0.433,0.602,2,-8.657,1,0.349,0.177,0,0.109,0.338,69.889,4
spotify:track:7bQk1XPkHEDIKSsiAP9CnT,"Killer MC 2.0","Grime Scene Saviour","Chip",2025-04-18,158276,0,mmr4r23xnc6oh1c77lysfbqg4,2025-04-18T11:48:53Z,"grime,afroswing","Cash Motto Ltd",0.572,0.747,7,-6.569,1,0.399,0.0788,0,0.0779,0.793,137.535,4
spotify:track:10IBSVocDDzhK1MY7WSTXe,"Talking To (feat. Scorcher)","Grime Scene Saviour","Chip,Scorcher",2025-04-18,152638,0,mmr4r23xnc6oh1c77lysfbqg4,2025-04-18T11:48:53Z,"grime,afroswing","Cash Motto Ltd",0.59,0.551,0,-7.767,1,0.383,0.035,0,0.106,0.142,137.911,4
spotify:track:4FpS1060SdichaSM0ZJ57K,"Not The Same (feat. Jastin Martin)","Grime Scene Saviour","Chip,Jastin Martin",2025-04-18,153765,0,mmr4r23xnc6oh1c77lysfbqg4,2025-04-18T11:48:53Z,"grime,afroswing,sexy drill","Cash Motto Ltd",0.593,0.629,5,-6.784,0,0.363,0.417,0.00000226,0.123,0.606,139.785,4
spotify:track:6Umsxogu3jxGuHkd5TXkHt,"Tao Then Highlight Room","Grime Scene Saviour","Chip",2025-04-18,164286,0,mmr4r23xnc6oh1c77lysfbqg4,2025-04-18T11:48:53Z,"grime,afroswing","Cash Motto Ltd",0.757,0.737,11,-10.279,1,0.426,0.382,0,0.159,0.727,130.171,4
spotify:track:2BBhCnixiuiaXXaeKaNLJk,"Sad Song","Grime Scene Saviour","Chip",2025-04-18,204830,0,mmr4r23xnc6oh1c77lysfbqg4,2025-04-18T11:48:53Z,"grime,afroswing","Cash Motto Ltd",0.427,0.399,2,-11.898,0,0.497,0.336,0.000242,0.165,0.305,84.325,4
spotify:track:5n1UcSd9cNJ2jV5jziP3G0,"By My Lonely","Blanco 7","Millyz,Jadakiss,DJ Drama",2025-04-18,196354,0,mmr4r23xnc6oh1c77lysfbqg4,2025-04-18T11:49:13Z,"east coast hip hop,southern hip hop","Millyz",0.367,0.715,4,-5.67,0,0.24,0.0924,0,0.728,0.105,82.307,4
spotify:track:21JPp2sGrQ1dL7JF7IZXve,"Send Me Up","Blanco 7","Millyz",2025-04-18,167786,0,mmr4r23xnc6oh1c77lysfbqg4,2025-04-18T11:49:13Z,"","Millyz",0.435,0.83,5,-4.529,0,0.318,0.24,0,0.161,0.224,93.554,4
spotify:track:7Ia2HH6TwaXYrCzMNaL1rE,"Alone","Blanco 7","Millyz",2025-04-18,170772,0,mmr4r23xnc6oh1c77lysfbqg4,2025-04-18T11:49:13Z,"","Millyz",0.458,0.667,4,-5.393,0,0.0849,0.42,0,0.184,0.271,120.678,5
spotify:track:18ughz2vfYm66RHXlLV1bv,"I Understand","Blanco 7","Millyz,NoCap",2025-04-18,187612,0,mmr4r23xnc6oh1c77lysfbqg4,2025-04-18T11:49:13Z,"","Millyz",0.575,0.611,10,-8.035,0,0.268,0.0233,0,0.133,0.35,83.107,4
spotify:track:63fIcsjn70neVnDmCiw8jV,"TRAPGOD","Blanco 7","Millyz,Moskino,Rob49,Dave East",2025-04-18,196127,0,mmr4r23xnc6oh1c77lysfbqg4,2025-04-18T11:49:13Z,"","Millyz",0.651,0.811,6,-6.145,1,0.343,0.0569,0,0.128,0.719,81.352,4
spotify:track:1PAnl8uKdRZLJgjx4w5t1h,"Candlewick","Blanco 7","Millyz,OT7 Quanny",2025-04-18,161980,0,mmr4r23xnc6oh1c77lysfbqg4,2025-04-18T11:49:13Z,"","Millyz",0.528,0.575,10,-8.992,0,0.26,0.521,0,0.0911,0.324,111.13,3
spotify:track:7ziSIVCBsHBNeVlh3gnlw6,"Swim","Blanco 7","Millyz",2025-04-18,134242,0,mmr4r23xnc6oh1c77lysfbqg4,2025-04-18T11:49:13Z,"","Millyz",0.605,0.476,11,-7.586,1,0.214,0.0965,0.00000485,0.109,0.141,183.106,4
spotify:track:30GyLrYjucYx5GHkHxZUGz,"My Lil Shh","Blanco 7","Millyz,Diany Dior",2025-04-18,151555,0,mmr4r23xnc6oh1c77lysfbqg4,2025-04-18T11:49:13Z,"sexy drill","Millyz",0.656,0.664,8,-5.478,1,0.066,0.122,0,0.131,0.282,76.038,4
spotify:track:1O0EXlnwNRxXWG0cFC5wud,"Loosies With Matches","Blanco 7","Millyz",2025-04-18,165355,0,mmr4r23xnc6oh1c77lysfbqg4,2025-04-18T11:49:13Z,"","Millyz",0.635,0.719,5,-6.404,1,0.428,0.57,0,0.111,0.529,89.6,4
spotify:track:0vgpR2LawRWwS9DaIl7TQh,"The Real","Blanco 7","Millyz",2025-04-18,130666,0,mmr4r23xnc6oh1c77lysfbqg4,2025-04-18T11:49:13Z,"","Millyz",0.468,0.74,4,-6.565,0,0.241,0.169,0,0.363,0.0383,119.774,4
spotify:track:43eCNKODejt3b5mgI4MLGF,"Trenches Famous","Blanco 7","Millyz,Mozzy",2025-04-18,189968,0,mmr4r23xnc6oh1c77lysfbqg4,2025-04-18T11:49:13Z,"","Millyz",0.602,0.75,1,-7.003,0,0.383,0.228,0,0.171,0.302,117.892,5
spotify:track:4o7HHNKrMFJKb2LYAftEfx,"Dope Sellers","Blanco 7","Millyz,Dave East",2025-04-18,196363,0,mmr4r23xnc6oh1c77lysfbqg4,2025-04-18T11:49:13Z,"","Millyz",0.557,0.745,8,-5.839,1,0.431,0.254,0,0.165,0.682,85.399,4
spotify:track:1h6OmHIlgQTvi5xIH3Fgsz,"Just a Dream","Blanco 7","Millyz,Ohdatsrida,KUR",2025-04-18,228498,0,mmr4r23xnc6oh1c77lysfbqg4,2025-04-18T11:49:13Z,"","Millyz",0.469,0.745,8,-6.184,0,0.444,0.289,0,0.217,0.573,60.829,3
spotify:track:5TvbfglM6UCcdxXSL7OwtM,"Black Crows","Blanco 7","Millyz,NoCap,FCG Heem",2025-04-18,258461,0,mmr4r23xnc6oh1c77lysfbqg4,2025-04-18T11:49:13Z,"","Millyz",0.407,0.625,3,-5.337,0,0.193,0.165,0,0.182,0.429,77.58,4
spotify:track:7bAxMzpeIqE3g2ZPtVHxFL,"What If I Told You","Blanco 7","Millyz",2025-04-18,266341,0,mmr4r23xnc6oh1c77lysfbqg4,2025-04-18T11:49:13Z,"","Millyz",0.615,0.938,3,-4.174,1,0.368,0.197,0,0.145,0.672,163.933,4
spotify:track:2RMUntGYBzEoso4HtJIDvO,"60 Floors","Blanco 7","Millyz",2025-04-18,140487,0,mmr4r23xnc6oh1c77lysfbqg4,2025-04-18T11:49:13Z,"","Millyz",0.517,0.738,0,-5.91,1,0.267,0.0547,0,0.124,0.392,163.878,4
spotify:track:3ParTX0PUga4Elo04Mp8GX,"Over Me","Blanco 7","Millyz",2025-04-18,115693,0,mmr4r23xnc6oh1c77lysfbqg4,2025-04-18T11:49:13Z,"","Millyz",0.532,0.778,1,-5.472,1,0.378,0.288,0,0.086,0.437,80.413,4
spotify:track:26qaibgjkazgj0ynUNRrG9,"Blue Strips","Blanco 7","Millyz",2025-04-18,165333,0,mmr4r23xnc6oh1c77lysfbqg4,2025-04-18T11:49:13Z,"","Millyz",0.624,0.558,8,-5.788,0,0.337,0.712,0,0.109,0.571,90.115,4
spotify:track:3JpLeSI2g6owS02bKstIKf,"Halos","Blanco 7","Millyz,Annalise Azadian",2025-04-18,173023,0,mmr4r23xnc6oh1c77lysfbqg4,2025-04-18T11:49:13Z,"","Millyz",0.511,0.673,5,-5.895,0,0.0435,0.0585,0,0.159,0.039,86.695,4
spotify:track:5WHo4xCVRYcppPaW2cJYin,"Soul Survivor","Blanco 7","Millyz,Meek Mill",2025-04-18,190922,0,mmr4r23xnc6oh1c77lysfbqg4,2025-04-18T11:49:13Z,"rap","Millyz",0.499,0.734,5,-3.789,1,0.208,0.316,0,0.159,0.229,87.801,4
spotify:track:7KPxZ0tJACTWyimqqak96P,"$FLYMONEY2X","INTRUSIVE THOUGHTS","Mozzy",2025-04-18,42788,0,mmr4r23xnc6oh1c77lysfbqg4,2025-04-18T11:49:30Z,"","Mozzy Records / EMPIRE",0.737,0.24,5,-14.547,1,0.542,0.881,0,0.125,0.748,109.935,3
spotify:track:68q5jMRCbXfdVQeP17ziVB,"PRESS PLAY","INTRUSIVE THOUGHTS","Mozzy",2025-04-18,154645,0,mmr4r23xnc6oh1c77lysfbqg4,2025-04-18T11:49:30Z,"","Mozzy Records / EMPIRE",0.61,0.695,1,-7.857,1,0.424,0.122,0,0.289,0.427,119.765,5
spotify:track:4DR2F9HEucYO4Z6XJC0I67,"DEATH BEFORE DISHONOR","INTRUSIVE THOUGHTS","Mozzy,EST Gee",2025-04-18,192000,0,mmr4r23xnc6oh1c77lysfbqg4,2025-04-18T11:49:30Z,"","Mozzy Records / EMPIRE",0.562,0.864,10,-4.462,0,0.433,0.26,0,0.157,0.584,119.351,5
spotify:track:2fuxzzSwugtWbbUmfnsibX,"UNDER OATH","INTRUSIVE THOUGHTS","Mozzy",2025-04-18,151949,0,mmr4r23xnc6oh1c77lysfbqg4,2025-04-18T11:49:30Z,"","Mozzy Records / EMPIRE",0.678,0.89,4,-5.41,0,0.349,0.191,0,0.269,0.432,89.965,4
spotify:track:6IibYvT8itl2OSAelWSnaA,"KATTA CLIPS","INTRUSIVE THOUGHTS","Mozzy",2025-04-18,114285,0,mmr4r23xnc6oh1c77lysfbqg4,2025-04-18T11:49:30Z,"","Mozzy Records / EMPIRE",0.844,0.409,8,-8.717,1,0.371,0.126,0,0.457,0.156,111.967,5
spotify:track:3xU9yUxjvjooUqKGp8z8zq,"NIGHTMARES (feat. Lil Poppa)","INTRUSIVE THOUGHTS","Mozzy,Lil Poppa",2025-04-18,149999,0,mmr4r23xnc6oh1c77lysfbqg4,2025-04-18T11:49:30Z,"","Mozzy Records / EMPIRE",0.52,0.792,4,-5.746,0,0.253,0.0778,0,0.77,0.507,90.223,4
spotify:track:3GnRJg0WwXMpTdi0oKj1gc,"KEEP CALLIN MY NAME","INTRUSIVE THOUGHTS","Mozzy",2025-04-18,192000,0,mmr4r23xnc6oh1c77lysfbqg4,2025-04-18T11:49:30Z,"","Mozzy Records / EMPIRE",0.753,0.657,7,-7.9,1,0.424,0.653,0,0.107,0.436,89.88,4
spotify:track:0UUkAzbQgRtVwcsy8na0e9,"SEVEN 2'S","INTRUSIVE THOUGHTS","Mozzy",2025-04-18,154666,0,mmr4r23xnc6oh1c77lysfbqg4,2025-04-18T11:49:30Z,"","Mozzy Records / EMPIRE",0.439,0.444,7,-8.043,0,0.0818,0.277,0.00000415,0.125,0.195,90,4
spotify:track:6PmK6MxJxTS0gFMJX63zlQ,"ROLE MODEL","INTRUSIVE THOUGHTS","Mozzy",2025-04-18,172173,0,mmr4r23xnc6oh1c77lysfbqg4,2025-04-18T11:49:30Z,"","Mozzy Records / EMPIRE",0.772,0.574,1,-8.769,1,0.361,0.0883,0,0.104,0.225,92.043,4
spotify:track:1btaQX3x8ZjywEyDJds4bN,"PAC PROUD","INTRUSIVE THOUGHTS","Mozzy",2025-04-18,149333,0,mmr4r23xnc6oh1c77lysfbqg4,2025-04-18T11:49:30Z,"","Mozzy Records / EMPIRE",0.684,0.567,0,-9.142,0,0.391,0.305,0,0.169,0.588,90.397,4
spotify:track:4g5aGVINdNpneo94l2YPuP,"HELLA HYPHY","INTRUSIVE THOUGHTS","Mozzy",2025-04-18,162500,0,mmr4r23xnc6oh1c77lysfbqg4,2025-04-18T11:49:30Z,"","Mozzy Records / EMPIRE",0.762,0.691,5,-7.373,1,0.398,0.158,0,0.348,0.611,128.06,5
spotify:track:5GfmtcJTOKYXHiINoJpwtm,"WHO WANT WAR","INTRUSIVE THOUGHTS","Mozzy,Polo G",2025-04-18,151428,0,mmr4r23xnc6oh1c77lysfbqg4,2025-04-18T11:49:30Z,"","Mozzy Records / EMPIRE",0.652,0.362,1,-11.862,1,0.606,0.041,0,0.101,0.139,111.194,5
spotify:track:22qJXz0YukHQM4LC2NYPDO,"10 PERCENT","INTRUSIVE THOUGHTS","Mozzy",2025-04-18,199053,0,mmr4r23xnc6oh1c77lysfbqg4,2025-04-18T11:49:30Z,"","Mozzy Records / EMPIRE",0.706,0.802,0,-6.542,1,0.348,0.197,0,0.0865,0.701,91.945,4
spotify:track:7tXdoaYuCgo6PUfLrwTKXN,"MODIFY IT","INTRUSIVE THOUGHTS","Mozzy,Maine Muzik,E MOZZY",2025-04-18,219130,0,mmr4r23xnc6oh1c77lysfbqg4,2025-04-18T11:49:30Z,"west coast hip hop","Mozzy Records / EMPIRE",0.742,0.573,5,-10.136,0,0.427,0.439,0,0.0979,0.568,91.991,4
spotify:track:2VDQpM5R0E8jn8eKYlVEEA,"REPUTATION EVERYTHING","INTRUSIVE THOUGHTS","Mozzy,Celly Ru",2025-04-18,173333,0,mmr4r23xnc6oh1c77lysfbqg4,2025-04-18T11:49:30Z,"west coast hip hop","Mozzy Records / EMPIRE",0.638,0.536,0,-9.281,1,0.776,0.55,0,0.0831,0.558,120.169,5
spotify:track:6U4Ssitvub1pZpVKIqhsZ7,"BLOOD DIAMONDS (feat. Peysoh)","INTRUSIVE THOUGHTS","Mozzy,Peysoh",2025-04-18,152000,0,mmr4r23xnc6oh1c77lysfbqg4,2025-04-18T11:49:30Z,"","Mozzy Records / EMPIRE",0.644,0.717,1,-4.911,1,0.363,0.541,0,0.263,0.752,89.426,4
spotify:track:7t3qjm4LBtoyWbbPOLrHa4,"FREE SURF","INTRUSIVE THOUGHTS","Mozzy,Tsu Surf",2025-04-18,214153,0,mmr4r23xnc6oh1c77lysfbqg4,2025-04-18T11:49:30Z,"","Mozzy Records / EMPIRE",0.659,0.451,8,-16.556,1,0.805,0.97,0,0.627,0.759,84.119,4
spotify:track:5JeftO4B7cB3j9ncLOtIL3,"NO FABRICATION","INTRUSIVE THOUGHTS","Mozzy",2025-04-18,204000,0,mmr4r23xnc6oh1c77lysfbqg4,2025-04-18T11:49:30Z,"","Mozzy Records / EMPIRE",0.561,0.862,7,-5.885,1,0.347,0.508,0,0.127,0.589,78.75,4
spotify:track:1DAdJVHG5A2yfz7LXo2uct,"Intro","Homecoming","The Underachievers,Issa Gold,AKTHESAVIOR",2025-04-18,48000,0,mmr4r23xnc6oh1c77lysfbqg4,2025-04-18T11:50:27Z,"j-rap","SLANG X Influence",0.529,0.323,2,-14.334,0,0.346,0.859,0.0000012,0.143,0.905,155,4
spotify:track:68OrstzJ9ZwZr10JVHzb6D,"Losing Feathers","Homecoming","The Underachievers,Issa Gold,AKTHESAVIOR",2025-04-18,193500,0,mmr4r23xnc6oh1c77lysfbqg4,2025-04-18T11:50:27Z,"j-rap","SLANG X Influence",0.693,0.75,2,-7.304,0,0.292,0.675,0.0000492,0.108,0.403,80.018,4
spotify:track:0jWUBOMLk6zynbme53Q584,"Vices","Homecoming","The Underachievers,Issa Gold,AKTHESAVIOR",2025-04-18,220000,0,mmr4r23xnc6oh1c77lysfbqg4,2025-04-18T11:50:27Z,"j-rap","SLANG X Influence",0.702,0.826,4,-5.228,1,0.0801,0.573,0.916,0.361,0.353,144.175,4
spotify:track:6VNtNLBux2SqUHbMt7shwQ,"Brand New","Homecoming","The Underachievers,Issa Gold,AKTHESAVIOR",2025-04-18,219312,0,mmr4r23xnc6oh1c77lysfbqg4,2025-04-18T11:50:27Z,"j-rap","SLANG X Influence",0.923,0.59,11,-7.194,0,0.252,0.0783,0,0.162,0.65,115.938,4
spotify:track:43RlQ3JnHaTOz2x2TRXdzP,"Wisher","Homecoming","The Underachievers,Issa Gold,AKTHESAVIOR",2025-04-18,115521,0,mmr4r23xnc6oh1c77lysfbqg4,2025-04-18T11:50:27Z,"j-rap","SLANG X Influence",0.807,0.758,8,-3.178,1,0.198,0.198,0.000148,0.137,0.283,149.717,4
spotify:track:712h1o6W1vsuayPMn3Cyo3,"Megatron","Homecoming","The Underachievers,Issa Gold,AKTHESAVIOR",2025-04-18,167589,0,mmr4r23xnc6oh1c77lysfbqg4,2025-04-18T11:50:27Z,"j-rap","SLANG X Influence",0.64,0.815,6,-8.978,0,0.0873,0.296,0,0.15,0.583,86.996,4
spotify:track:3B2QiKYNxYBFUbSdGeIwms,"Sweepers","Homecoming","The Underachievers,Issa Gold,AKTHESAVIOR",2025-04-18,140129,0,mmr4r23xnc6oh1c77lysfbqg4,2025-04-18T11:50:27Z,"j-rap","SLANG X Influence",0.89,0.586,0,-6.785,1,0.204,0.0591,0.0000116,0.108,0.549,109.98,4
spotify:track:2Y6b8f8CVumdaag97BhmjI,"Have Nots","Homecoming","The Underachievers,Issa Gold,AKTHESAVIOR",2025-04-18,182400,0,mmr4r23xnc6oh1c77lysfbqg4,2025-04-18T11:50:27Z,"j-rap","SLANG X Influence",0.602,0.669,11,-5.828,0,0.419,0.145,0.167,0.111,0.633,75.143,4
spotify:track:5WYUgsPeAMVu9OrYW3VxQz,"What Is This Place","Homecoming","The Underachievers,Issa Gold,AKTHESAVIOR",2025-04-18,185546,0,mmr4r23xnc6oh1c77lysfbqg4,2025-04-18T11:50:27Z,"j-rap","SLANG X Influence",0.584,0.383,5,-22.356,1,0.254,0.487,0.0000344,0.101,0.45,87.799,4
spotify:track:6UXeBvj1YaafRSnDdZ0VUg,"What I Said","Fast Life","ThisisDA",2025-04-18,148000,0,mmr4r23xnc6oh1c77lysfbqg4,2025-04-18T11:50:46Z,"","Heat Crimes",0.738,0.655,11,-7.248,1,0.0999,0.48,0,0.0919,0.379,114.935,4
spotify:track:4AXvkl7TSqc4VrkUBj6c97,"Breakout","Fast Life","ThisisDA,Mimi Jones",2025-04-18,264000,0,mmr4r23xnc6oh1c77lysfbqg4,2025-04-18T11:50:46Z,"","Heat Crimes",0.463,0.549,0,-7.217,1,0.136,0.105,0,0.212,0.343,105.02,4
spotify:track:7oJzh0Ir9S3p1jLGxarbie,"Tell Him","Fast Life","ThisisDA",2025-04-18,61000,0,mmr4r23xnc6oh1c77lysfbqg4,2025-04-18T11:50:46Z,"","Heat Crimes",0.753,0.831,0,-9.073,1,0.346,0.318,0,0.299,0.734,128.059,4
spotify:track:6vamMZjGe1t7Q2ZarADgXR,"Vacant Half","Fast Life","ThisisDA",2025-04-18,178000,0,mmr4r23xnc6oh1c77lysfbqg4,2025-04-18T11:50:46Z,"","Heat Crimes",0.746,0.422,7,-9.322,0,0.054,0.192,0,0.0634,0.222,134.977,4
spotify:track:6hbd5iKFX6eOMSBqcXM8xa,"End Up","Fast Life","ThisisDA",2025-04-18,135000,0,mmr4r23xnc6oh1c77lysfbqg4,2025-04-18T11:50:46Z,"","Heat Crimes",0.621,0.619,0,-9.337,1,0.124,0.565,0,0.0879,0.575,69.083,4
spotify:track:5XFD1opfC6fhG7gXgwQLGL,"Gear Shift","Fast Life","ThisisDA",2025-04-18,224000,0,mmr4r23xnc6oh1c77lysfbqg4,2025-04-18T11:50:46Z,"","Heat Crimes",0.449,0.767,1,-8.262,1,0.34,0.663,0,0.142,0.676,100.718,4
spotify:track:2hkvgBz2XWDsUMHCmBQBkv,"Captain","Fast Life","ThisisDA",2025-04-18,194000,0,mmr4r23xnc6oh1c77lysfbqg4,2025-04-18T11:50:46Z,"","Heat Crimes",0.405,0.58,9,-8.264,0,0.189,0.429,0,0.257,0.271,91.982,4
spotify:track:4m4nL1wzcvql1QBJZIHjOe,"I Want a Fast Life","Fast Life","ThisisDA",2025-04-18,173000,0,mmr4r23xnc6oh1c77lysfbqg4,2025-04-18T11:50:46Z,"","Heat Crimes",0.524,0.678,8,-9.678,0,0.133,0.587,0,0.106,0.48,124.973,4
spotify:track:629PbJTnIhLA1cfLGeTTTo,"Change That","Fast Life","ThisisDA",2025-04-18,171000,0,mmr4r23xnc6oh1c77lysfbqg4,2025-04-18T11:50:46Z,"","Heat Crimes",0.665,0.478,0,-8.42,1,0.0716,0.0478,0,0.224,0.538,137.948,4
spotify:track:1zFf6NH4N3Ynj1sLPG0Aal,"KOJ2 Intro","Kush + Orange Juice 2","Wiz Khalifa",2025-04-18,140801,0,mmr4r23xnc6oh1c77lysfbqg4,2025-04-18T11:51:05Z,"rap","BMG Rights Management (US) LLC",0.768,0.363,10,-13.304,0,0.0823,0.149,0.0000193,0.101,0.723,75.002,4
spotify:track:7yTocpTAvXq9eAYnOEW2Ma,"How We Act - feat. OT Genasis","Kush + Orange Juice 2","Wiz Khalifa,O.T. Genasis",2025-04-18,146950,0,mmr4r23xnc6oh1c77lysfbqg4,2025-04-18T11:51:05Z,"rap","BMG Rights Management (US) LLC",0.787,0.511,8,-11.534,1,0.0459,0.00632,0,0.21,0.613,92.337,4
spotify:track:3JVcv4CLLl5A7r1PKOqVs1,"Crime Bud and Women","Kush + Orange Juice 2","Wiz Khalifa",2025-04-18,176141,0,mmr4r23xnc6oh1c77lysfbqg4,2025-04-18T11:51:05Z,"rap","BMG Rights Management (US) LLC",0.9,0.568,1,-8.759,1,0.0639,0.0248,0,0.126,0.689,119.908,5
spotify:track:52p5saKIwkEU9z7PAzwPwi,"5 Star - feat. Gunna","Kush + Orange Juice 2","Wiz Khalifa,Gunna",2025-04-18,208941,0,mmr4r23xnc6oh1c77lysfbqg4,2025-04-18T11:51:05Z,"rap,melodic rap","BMG Rights Management (US) LLC",0.467,0.426,1,-14.076,0,0.376,0.11,0,0.0814,0.584,83.53,4
spotify:track:3md7Jf5YHLRyFpjtyVAIVG,"Top Down - feat. Ty Dolla $ign and JasonMartin","Kush + Orange Juice 2","Wiz Khalifa,Ty Dolla $ign,JasonMartin",2025-04-18,195825,0,mmr4r23xnc6oh1c77lysfbqg4,2025-04-18T11:51:05Z,"rap,hyphy,west coast hip hop","BMG Rights Management (US) LLC",0.761,0.286,11,-14.446,0,0.308,0.0217,0.00000161,0.107,0.314,75.474,4
spotify:track:2nFcp8OFVV5OePGdyGgBu3,"Pimps n Hustlers - feat. Luh Tyler","Kush + Orange Juice 2","Wiz Khalifa,Luh Tyler",2025-04-18,144631,0,mmr4r23xnc6oh1c77lysfbqg4,2025-04-18T11:51:05Z,"rap","BMG Rights Management (US) LLC",0.861,0.38,7,-12.419,1,0.347,0.405,0,0.137,0.48,88.999,4
spotify:track:135nhEFI1aXyMrXPBDFmDy,"I Might Be - feat. Michael Prince","Kush + Orange Juice 2","Wiz Khalifa,LaRussell,Mike G Beatz,Michael Prince",2025-04-18,208661,0,mmr4r23xnc6oh1c77lysfbqg4,2025-04-18T11:51:05Z,"rap,hyphy","BMG Rights Management (US) LLC",0.831,0.656,6,-9.008,0,0.192,0.34,0,0.281,0.49,92.014,4
spotify:track:37P28B8eHFSLhQ9q68hvVv,"What's Hannin","Kush + Orange Juice 2","Wiz Khalifa",2025-04-18,256827,0,mmr4r23xnc6oh1c77lysfbqg4,2025-04-18T11:51:05Z,"rap","BMG Rights Management (US) LLC",0.728,0.507,10,-14.072,1,0.194,0.167,0,0.223,0.614,145.973,4
spotify:track:7iPvtDaI6p06iusfigUrC7,"Jet Taylor - feat. Terrace Martin and Curren$y","Kush + Orange Juice 2","Wiz Khalifa,Terrace Martin,Curren$y",2025-04-18,228732,0,mmr4r23xnc6oh1c77lysfbqg4,2025-04-18T11:51:05Z,"rap,neo soul,southern hip hop","BMG Rights Management (US) LLC",0.444,0.776,7,-7.156,0,0.103,0.249,0,0.315,0.732,77.263,1
