Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,liked,playlist_origin,Primary Artist,Record Label_encoded,is_unknown_genre,Genres_encoded
Keep Going,The Green Pack,Wave Chapelle,2021-05-01,138064,0,"trap, Hip-Hop, rap, hiphop",Wave Chapelle Music LLC.,0.895,0.566,1.0,-6.662,0.0,0.268,0.155,0.0,0.0879,0.318,92.946,100.0,df_liked,Wave Chapelle,86.04678008167033,0,66.6047539635608
Back Of My Hand,Doomin' Sun,"Bachelor,Jay Som,Palehound",2021-05-28,209906,0,"dream pop,indie pop",Polyvinyl Records,0.894,0.668,6.0,-7.383,0.0,0.0417,0.556,0.608,0.109,0.967,120.049,100.0,df_liked,Bachelor,71.5018328993511,0,64.29284292460476
Posing in Bondage,"Polyvinyl 4-Track Singles Series, Vol. 3",Japanese Breakfast,2017-11-01,127725,0,"dream pop, indie pop, indie, indie rock",Polyvinyl Records,0.798,0.529,1.0,-10.859,1.0,0.0702,0.633,0.838,0.0944,0.679,108.45,100.0,df_liked,Japanese Breakfast,71.5018328993511,0,67.78686572048244
Kyoto (Copycat Killer Version),Kyoto (Copycat Killer Version),"Phoebe Bridgers,Rob Moose",2020-11-11,181213,35,"singer-songwriter, folk, indie folk, indie",Dead Oceans,0.149,0.299,11.0,-11.163,1.0,0.0351,0.92,0.00197,0.202,0.273,83.734,100.0,df_liked,Phoebe Bridgers,77.24810854748952,0,70.70183164990581
So Hot You're Hurting My Feelings,Take It or Leave It / So Hot You're Hurting My Feelings,Squirrel Flower,2020-05-05,209091,0,"Lo-Fi, indie folk, folk, dream pop",Polyvinyl Records,0.632,0.376,5.0,-7.053,1.0,0.0258,0.0924,3.2e-06,0.0917,0.68,140.99,100.0,df_liked,Squirrel Flower,71.5018328993511,0,70.45383477005815
With You Every Day,Quit the Curse,Anna Burch,2018-02-02,256870,0,"indie pop, indie, singer-songwriter, indie rock",Polyvinyl Records,0.496,0.534,6.0,-6.741,1.0,0.027,0.0527,0.0106,0.101,0.469,135.204,100.0,df_liked,Anna Burch,71.5018328993511,0,67.57773543973325
Passage,The Arrow of Time: Soundtrack to Timelapse of the Future,"John D. Boswell,Melodysheep",2019-03-20,165405,26,space music,Melodysheep,0.205,0.108,0.0,-19.735,0.0,0.0324,0.987,0.815,0.102,0.162,91.977,100.0,df_liked,John D. Boswell,67.01966201122082,0,64.43296883563029
Are You with Me Now?,Mug Museum,Cate Le Bon,2013-11-08,260573,0,"art pop,chamber pop",Amplify Music,0.607,0.63,0.0,-7.607,1.0,0.0255,0.00332,0.021,0.0792,0.736,141.562,100.0,df_liked,Cate Le Bon,74.08687729453064,0,66.11057110212991
So What (feat. A R I Z O N A),So What (feat. A R I Z O N A),"Louis The Child,A R I Z O N A",2021-04-30,177476,38,"electronic, nu disco, future bass, french touch",Louis The Child/ Interscope,0.799,0.791,2.0,-5.173,1.0,0.109,0.3,0.00089,0.104,0.651,119.993,100.0,df_liked,Louis The Child,67.01966201122082,0,65.59064656247676
I'll See You When We're Both Not So Emotional,American Football,American Football,1999,222333,0,"midwest emo,math rock,emo",Polyvinyl Records,0.569,0.845,11.0,-7.782,1.0,0.0351,0.239,0.00589,0.354,0.635,115.753,100.0,df_liked,American Football,71.5018328993511,0,64.41519673477836
Never Meant,American Football,American Football,1999,268333,0,"midwest emo,math rock,emo",Polyvinyl Records,0.436,0.819,0.0,-6.71,1.0,0.036,0.0171,0.00882,0.117,0.405,144.26,100.0,df_liked,American Football,71.5018328993511,0,64.41519673477836
Miracles,Music,"Benny Sings,Emily King,Peter CottonTale",2021-04-09,291715,28,"pop soul,gospel r&b",Stones Throw Records,0.728,0.52,5.0,-11.742,1.0,0.0733,0.387,0.00375,0.0678,0.634,168.052,100.0,df_liked,Benny Sings,66.7776080606694,0,64.0808200122207
Show Me Love (feat. Nicole Miglis) - Acoustic,The Moon Rang Like a Bell (Remixed),"Hundred Waters,Nicole Miglis",2015-02-17,226790,8,"electronic, indie, indie pop, pop",OWSLA,0.297,0.222,0.0,-16.482,1.0,0.0537,0.949,0.126,0.142,0.094,168.964,100.0,df_liked,Hundred Waters,75.8144188082286,0,66.34298638012206
Morning Song,Today,Babe Rainbow,2019-09-20,204467,0,"psychedelic rock,surf rock,psychedelic pop",Eureka Music,0.515,0.597,9.0,-9.699,1.0,0.0392,0.693,0.653,0.101,0.749,167.313,100.0,df_liked,Babe Rainbow,67.01966201122082,0,64.0808200122207
Dream House,Rainbow Mixtape,COIN,2021-04-30,184800,0,"indie, indie rock, indie pop, alternative",The Committee for Sound & Mind,0.822,0.66,0.0,-5.618,1.0,0.0553,0.152,0.00747,0.209,0.611,122.006,100.0,df_liked,COIN,74.08687729453064,0,68.83436009768896
Sagittarius Superstar (feat. Faye Webster),Rainbow Mixtape,"COIN,Faye Webster",2021-04-30,173320,0,"indie, indie rock, indie pop, alternative",The Committee for Sound & Mind,0.552,0.653,5.0,-8.632,1.0,0.0523,0.29,0.00124,0.247,0.647,119.672,100.0,df_liked,COIN,74.08687729453064,0,68.83436009768896
Evangeline,Where Shall We Begin,Chloe Foy,2021-06-11,268251,0,"british, folk, singer-songwriter, female vocalists",Chloe Foy Music,0.213,0.29,2.0,-11.057,1.0,0.0318,0.619,1.83e-05,0.125,0.227,150.62,100.0,df_liked,Chloe Foy,69.76802351028574,0,68.70549646564797
Suede,Yes Lawd!,"NxWorries,Anderson .Paak,Knxwledge",2016-10-21,174866,51,"soul, Hip-Hop, hip hop, Neo-Soul, rap",Stones Throw Records,0.689,0.735,7.0,-7.26,0.0,0.327,0.463,0.0,0.103,0.736,117.171,100.0,df_liked,NxWorries,66.7776080606694,0,65.13947879790626
What A Day,Statement,Nonpoint,2000-01-01,198066,40,"nu metal,rap metal,alternative metal",Geffen*,0.52,0.731,10.0,-6.696,0.0,0.0391,0.000412,0.00929,0.127,0.393,96.993,100.0,df_liked,Nonpoint,69.76802351028574,0,64.43296883563029
Weekend,Weekend,"Louis The Child,Icona Pop",2016-07-01,175058,48,"electronic, nu disco, future bass, french touch",Big Beat Records,0.684,0.774,7.0,-5.951,1.0,0.188,0.26,0.0,0.108,0.448,84.991,100.0,df_liked,Louis The Child,67.01966201122082,0,65.59064656247676
The Sway,Let Me Do One More,illuminati hotties,2021-10-01,215767,15,"indie rock, power pop, indie pop, indie",Snack Shack Tracks / Hopeless Records,0.693,0.446,6.0,-12.38,1.0,0.0299,0.13,0.212,0.24,0.74,126.967,100.0,df_liked,illuminati hotties,74.08687729453064,0,67.22649676051455
All Summer Long,All Summer Long,Josiah and the Bonnevilles,2022-05-11,196266,0,"folk, americana, american, Alt-country, All",Josiah and the Bonnevilles,0.58,0.515,7.0,-7.342,1.0,0.0255,0.177,6.54e-05,0.0792,0.397,75.016,100.0,df_liked,Josiah and the Bonnevilles,69.76802351028574,0,68.92890018220683
Declutter,Kiss Yr Frenemies,illuminati hotties,2018-05-11,236226,0,"indie rock, power pop, indie pop, indie",Tiny Engines,0.474,0.0105,11.0,-25.333,1.0,0.0517,0.988,0.271,0.104,0.102,91.351,100.0,df_liked,illuminati hotties,68.52469938356651,0,67.22649676051455
Waterphone,In Another Life,Seabear,2022-04-01,258053,7,indie folk,Morr Music,0.416,0.628,5.0,-10.239,1.0,0.032,0.178,0.0152,0.122,0.587,150.03,100.0,df_liked,Seabear,63.67696581540138,0,75.28532969787886
Party Police,Alvvays,Alvvays,2014-07-22,227719,0,"shoegaze,dream pop,jangle pop,indie",Polyvinyl Records,0.451,0.76,9.0,-4.195,1.0,0.0358,0.534,0.843,0.326,0.417,121.737,100.0,df_liked,Alvvays,71.5018328993511,0,63.74714255283297
Anxieties (Out of Time),Further Joy,The Regrettes,2022-04-08,220066,25,"female vocalists, pop rock, punk rock, USA",Warner Records,0.568,0.791,9.0,-3.542,1.0,0.0284,0.214,0.0,0.21,0.429,90.034,100.0,df_liked,The Regrettes,73.87216282123428,0,62.99433160853583
High Roller,Vegas,The Crystal Method,1997-01-01,329733,36,"big beat,breakbeat,electronica",Crystal Method / Geffen,0.464,0.579,5.0,-9.136,1.0,0.0596,0.281,0.827,0.0992,0.14,171.752,100.0,df_liked,The Crystal Method,69.76802351028574,0,64.36002661541784
Stay in the Car,Doomin' Sun,"Bachelor,Jay Som,Palehound",2021-05-28,164731,0,"dream pop,indie pop",Polyvinyl Records,0.578,0.57,1.0,-6.142,0.0,0.0429,0.0454,0.00847,0.342,0.407,120.018,100.0,df_liked,Bachelor,71.5018328993511,0,64.29284292460476
Tyson vs. Ali (feat. Conway The Machine),Tana Talk 4,"Benny The Butcher,Conway the Machine",2022-03-11,248760,32,"boom bap,east coast hip hop",Griselda Records / EMPIRE,0.627,0.685,11.0,-7.984,0.0,0.427,0.188,0.0,0.114,0.613,79.567,100.0,df_liked,Benny The Butcher,72.0935601633407,0,64.97297924985038
9,Help,Duval Timothy,2020-08-07,180664,0,"jazz, piano, electronic, jazz piano, instrumental",Carrying Colour,0.542,0.234,5.0,-16.277,0.0,0.0809,0.977,0.956,0.083,0.285,140.745,100.0,df_liked,Duval Timothy,67.01966201122082,0,64.15270293350643
What You Know,Tourist History,Two Door Cinema Club,2010-02-17,191706,7,"indie,indietronica",Glassnote Entertainment Group LLC,0.561,0.741,6.0,-4.239,0.0,0.0419,0.000715,1.4e-05,0.0822,0.776,139.001,100.0,df_liked,Two Door Cinema Club,73.8550388522251,0,65.77512095504048
Katie Queen of Tennessee,Apache Relay,The Apache Relay,2014-01-01,208333,0,"indie, Alt-country, Nashville, Recommended, kickasstic",So Recordings,0.56,0.915,2.0,-5.386,1.0,0.0308,0.1,0.000254,0.221,0.728,127.023,100.0,df_liked,The Apache Relay,67.01966201122082,0,66.6101589070993
Years Don't Lie,PREP,PREP,2020-10-30,231053,0,"rnb, funk, indie pop, indie",Bright Antenna,0.693,0.656,0.0,-6.978,1.0,0.0345,0.124,0.00785,0.198,0.501,106.034,100.0,df_liked,PREP,67.01966201122082,0,68.18292120672943
Siddhartha,Siddhartha,Dead Emerson,2020-11-24,168650,0,USA,Dead Emerson,0.507,0.616,4.0,-10.022,1.0,0.0486,0.0357,0.0,0.0865,0.657,157.93,100.0,df_liked,Dead Emerson,67.01966201122082,0,67.59423685243698
I Can't Remember Love (Music from the Netflix Limited Series The Queen's Gambit),I Can't Remember Love (Music from the Netflix Limited Series The Queen's Gambit),"Anna Hauss,Robert Wienröder,William Horberg",2020-11-11,196514,0,"soul, yandex music, upcoming album 2023","Maisie Music Publishing, LLC",0.477,0.0438,0.0,-17.683,1.0,0.0505,0.985,0.000207,0.111,0.288,65.95,100.0,df_liked,Anna Hauss,67.01966201122082,0,65.58837862745332
Borderline,Apero Hits,Tame Impala,2020-09-18,237800,20,"indie,psychedelic pop",UME - Global Clearing House,0.621,0.873,5.0,-3.067,0.0,0.037,0.0406,8.43e-06,0.0824,0.873,97.96,100.0,df_liked,Tame Impala,75.8144188082286,0,63.942772757198924
Butter,Apocalypse Wow,"Huron John,Claire Ernst",2020-04-22,205565,0,bedroom pop,Always Outside Creative Arts,0.687,0.744,3.0,-4.863,0.0,0.0768,0.403,0.0,0.768,0.624,110.003,100.0,df_liked,Huron John,72.0935601633407,0,62.40334312928573
Death by Flying Saucer,Apocalypse Wow,Huron John,2020-04-22,188373,0,bedroom pop,Always Outside Creative Arts,0.739,0.663,0.0,-8.081,1.0,0.0386,0.363,0.0681,0.0455,0.901,93.005,100.0,df_liked,Huron John,72.0935601633407,0,62.40334312928573
Flesh and Blood,Dream in Colour,Franc Moody,2020-02-28,238612,0,nu disco,Juicebox Recordings,0.745,0.578,6.0,-6.004,0.0,0.131,0.0895,0.000424,0.0959,0.696,165.997,100.0,df_liked,Franc Moody,67.01966201122082,0,66.40891501142862
A Message to You Rudy - 2002 Remaster,The Specials (2002 Remaster),The Specials,1979-11-01,172600,0,"ska,rocksteady,ska punk",Chrysalis Records,0.906,0.45,0.0,-8.003,1.0,0.0627,0.149,0.000232,0.168,0.969,103.476,100.0,df_liked,The Specials,62.180407053085716,0,64.43296883563029
Impossible Weight (Feat. Sharon Van Etten),Impossible Weight,"Deep Sea Diver,Sharon Van Etten",2020-10-16,202493,0,"indie, indie rock, folk, ambient",High Beam,0.606,0.62,8.0,-5.787,1.0,0.0461,0.0107,0.000903,0.106,0.667,124.169,100.0,df_liked,Deep Sea Diver,67.01966201122082,0,67.58041061720705
Good Ol' Fashion Nightmare,Grand,Matt and Kim,2009-01-20,209666,37,"indie pop, indie, electronic, indie rock",FADER LABEL,0.648,0.959,6.0,-5.079,1.0,0.0348,0.000407,0.0647,0.153,0.847,102.494,100.0,df_liked,Matt and Kim,67.01966201122082,0,67.55318388648946
In a Black Out,I Had a Dream That You Were Mine,"Hamilton Leithauser,Rostam",2016-09-23,196746,0,art pop,Glassnote Entertainment Group LLC,0.474,0.279,3.0,-11.617,1.0,0.0295,0.798,0.177,0.116,0.439,88.278,100.0,df_liked,Hamilton Leithauser,73.8550388522251,0,57.427881018170176
Straightfaced,Sunlight,Spacey Jane,2020-06-12,218960,0,surf rock,Spacey Jane,0.48,0.69,0.0,-5.309,1.0,0.0287,0.00301,0.0,0.0734,0.391,142.908,100.0,df_liked,Spacey Jane,67.01966201122082,0,67.12531257218421
Yellow Brick Road,Yellow Brick Road,Dylan Cartlidge,2020-04-17,224506,0,"soul, alternative, indie, hip hop, pop",Glassnote Music LLC,0.671,0.815,7.0,-5.536,1.0,0.221,0.0347,0.0,0.182,0.62,169.97,100.0,df_liked,Dylan Cartlidge,74.08687729453064,0,67.18200523043308
Clean Up,Clean Up,JR JR,2017-08-25,184552,0,"indie, alternative, electronic, pop",JR JR,0.649,0.531,1.0,-9.847,0.0,0.0566,0.65,0.158,0.107,0.336,98.089,100.0,df_liked,JR JR,67.01966201122082,0,66.96572372353019
The Storm,CDs,JulezJZ,2022-01-17,236611,0,"Hip-Hop, hip hop, rap, Unreleased",The YeOGs Group,0.621,0.415,9.0,-10.174,0.0,0.0899,0.156,0.0,0.111,0.226,116.965,100.0,df_liked,JulezJZ,67.01966201122082,0,64.8535261814648
Something Good Can Work,Tourist History,Two Door Cinema Club,2010-02-17,164186,0,"indie,indietronica",Glassnote Entertainment Group LLC,0.648,0.833,0.0,-5.321,1.0,0.0327,0.00583,0.000787,0.178,0.64,119.935,100.0,df_liked,Two Door Cinema Club,73.8550388522251,0,65.77512095504048
Time And I,Off To The Races,Jukebox The Ghost,2018-03-30,180706,0,"indie pop, indie, piano rock, indie rock","Jukebox the Ghost, LLC",0.627,0.355,1.0,-6.935,1.0,0.0347,0.396,0.0,0.0752,0.424,155.896,100.0,df_liked,Jukebox The Ghost,69.76802351028574,0,68.00462028470233
Pull You Through,Change the Whole Thing,Maggie Rose,2018-09-21,207303,0,"country, female vocalists, metalcore, emo, emocore","Starstruck Records, LLC",0.583,0.317,0.0,-10.231,1.0,0.0372,0.475,0.000773,0.109,0.358,111.514,100.0,df_liked,Maggie Rose,67.01966201122082,0,61.306068317032285
Sun,Beacon,Two Door Cinema Club,2012-08-31,187720,0,"indie,indietronica",Glassnote Entertainment Group LLC,0.65,0.528,4.0,-5.642,0.0,0.0288,0.00927,0.000419,0.111,0.595,96.967,100.0,df_liked,Two Door Cinema Club,73.8550388522251,0,65.77512095504048
Everybody's Lonely,Off To The Races,Jukebox The Ghost,2018-03-30,185693,0,"indie pop, indie, piano rock, indie rock","Jukebox the Ghost, LLC",0.493,0.746,0.0,-4.27,1.0,0.0586,0.133,0.0,0.36,0.485,184.144,100.0,df_liked,Jukebox The Ghost,69.76802351028574,0,68.00462028470233
EARLY TO THE PARTY,Cabin,ASL,2018-09-11,168829,0,"indie pop, synthpop, pop, alternative, USA",ASL,0.521,0.601,2.0,-5.335,1.0,0.0316,0.399,0.0,0.367,0.5,79.923,100.0,df_liked,ASL,69.76802351028574,0,64.06207382167396
Walls (feat. Quilla),Walls (feat. Quilla),"Sultan + Shepard,Quilla",2012-06-19,255234,0,"melodic house,progressive house,chillstep",Musical Freedom,0.454,0.726,9.0,-5.482,1.0,0.035,0.0256,7.86e-05,0.0604,0.0971,127.926,100.0,df_liked,Sultan + Shepard,67.01966201122082,0,64.43296883563029
Move With It,Move With It,Oh The Larceny,2018-01-12,160124,0,"alternative rock, indie, rock, alternative, indie rock",Position Music,0.814,0.907,5.0,-5.896,0.0,0.0781,0.0723,0.0498,0.0877,0.793,87.991,100.0,df_liked,Oh The Larceny,69.76802351028574,0,67.30141526669135
Forma Antigua,Rey,Elsa y Elmar,2015-09-25,232960,0,"latin indie,mexican indie,latin alternative",Elsa y Elmar,0.625,0.489,0.0,-10.101,1.0,0.0307,0.703,0.197,0.102,0.111,106.899,100.0,df_liked,Elsa y Elmar,67.01966201122082,0,64.0808200122207
Church (feat. EARTHGANG),Church (feat. EARTHGANG),"Samm Henshaw,EARTHGANG",2019-01-18,228117,0,"soul, pop, rnb, neosoul",Columbia,0.652,0.746,8.0,-4.62,1.0,0.107,0.0177,0.00044,0.0734,0.894,165.861,100.0,df_liked,Samm Henshaw,73.3154889879707,0,64.54651798016978
World As Bad Idea,World As Bad Idea,JUMBO,2022-07-01,431371,1,dream pop,JUMBO,0.585,0.452,9.0,-8.45,1.0,0.0363,0.732,0.0,0.232,0.212,116.99,100.0,df_liked,JUMBO,62.481085474895266,0,65.99005912236863
Lovers Rock,French Exit,TV Girl,2014-06-05,213920,1,"indie pop, Lo-Fi, indie, chillwave",TV Girl,0.559,0.871,5.0,-5.338,0.0,0.0392,7.53e-06,0.00524,0.096,0.573,104.976,100.0,df_liked,TV Girl,67.01966201122082,0,66.68498100162418
Tulip (Undressed),Undress,Jesca Hoop,2014-02-16,323263,0,indie folk,Jesca Hoop / Last Laugh,0.536,0.371,1.0,-11.3,1.0,0.0352,0.821,0.00589,0.0978,0.706,88.923,100.0,df_liked,Jesca Hoop,67.01966201122082,0,75.28532969787886
The Waters (feat. BJ the Chicago Kid),Malibu,"Anderson .Paak,BJ The Chicago Kid",2016-01-15,174253,43,neo soul,"OBE / Apeshit, Inc / EMPIRE",0.671,0.678,10.0,-6.171,0.0,0.362,0.128,0.0,0.298,0.718,91.456,100.0,df_liked,Anderson .Paak,67.01966201122082,0,70.09888472548204
Amen (feat. London Contemporary Voices),The Assembly,"Amber Run,London Contemporary Voices",2018-05-11,171921,23,"indie, indie rock, rock, british, pop rock",Easy Life Records,0.278,0.0327,5.0,-15.59,1.0,0.0431,0.943,0.0,0.0902,0.118,87.983,100.0,df_liked,Amber Run,69.76802351028574,0,66.29059071807237
Sailing Away,We All The Light,River Whyless,2016-08-26,196573,0,folk pop,Roll Call Records,0.551,0.553,9.0,-8.273,1.0,0.0406,0.856,0.63,0.087,0.366,179.894,100.0,df_liked,River Whyless,71.18331661406214,0,68.38293719794545
Life Crisis,We All The Light,River Whyless,2016-08-26,246173,0,folk pop,Roll Call Records,0.805,0.524,0.0,-9.392,1.0,0.0309,0.292,0.0481,0.112,0.265,109.992,100.0,df_liked,River Whyless,71.18331661406214,0,68.38293719794545
Falling Son,We All The Light,River Whyless,2016-08-26,186493,0,folk pop,Roll Call Records,0.654,0.672,0.0,-6.803,1.0,0.0308,0.441,0.012,0.223,0.548,127.919,100.0,df_liked,River Whyless,71.18331661406214,0,68.38293719794545
Claw Marks,God Hand,Brand of Sacrifice,2019-07-05,145536,0,"deathcore,metalcore,death metal,metal",Unique Leader Records,0.51,0.965,2.0,-6.939,1.0,0.12,2.43e-05,0.637,0.328,0.189,135.116,100.0,df_liked,Brand of Sacrifice,67.01966201122082,0,64.43296883563029
The Garbage Men,The Loves of Your Life,Hamilton Leithauser,2020-04-10,197640,0,"indie, indie rock, singer-songwriter, rock",Glassnote Music LLC,0.271,0.39,7.0,-7.374,1.0,0.0329,0.501,0.000131,0.0962,0.258,89.663,100.0,df_liked,Hamilton Leithauser,74.08687729453064,0,66.67989357702595
Morning Morning,Mixed Bag,Richie Havens,1967,137666,0,"folk, singer-songwriter, acoustic, classic rock, rock",Polydor,0.57,0.204,3.0,-15.563,1.0,0.027,0.586,0.0,0.202,0.583,105.042,100.0,df_liked,Richie Havens,67.01966201122082,0,67.50034353488971
A 1000 Times,I Had a Dream That You Were Mine,"Hamilton Leithauser,Rostam",2016-09-23,248360,0,art pop,Glassnote Entertainment Group LLC,0.486,0.811,7.0,-4.835,1.0,0.0947,0.695,0.0,0.227,0.707,183.955,100.0,df_liked,Hamilton Leithauser,73.8550388522251,0,57.427881018170176
Next Year,Beacon,Two Door Cinema Club,2012-08-31,251453,0,"indie,indietronica",Glassnote Entertainment Group LLC,0.562,0.809,2.0,-4.976,1.0,0.0693,0.00232,0.000629,0.0732,0.476,127.453,100.0,df_liked,Two Door Cinema Club,73.8550388522251,0,65.77512095504048
St. Adalbert,Fred Thomas/Anna Burch Split,Anna Burch,2019-03-01,152160,0,"indie pop, indie, singer-songwriter, indie rock",Polyvinyl Records,0.531,0.586,0.0,-5.22,0.0,0.0294,0.0924,0.0,0.189,0.605,127.05,100.0,df_liked,Anna Burch,71.5018328993511,0,67.57773543973325
In Undertow,Antisocialites,Alvvays,2017-09-08,197186,0,"shoegaze,dream pop,jangle pop,indie",Polyvinyl Records,0.359,0.691,1.0,-2.626,1.0,0.0438,0.000112,0.00167,0.101,0.311,116.888,100.0,df_liked,Alvvays,71.5018328993511,0,63.74714255283297
Already Home,Already Home,Alex the Astronaut,2016-11-11,211586,0,"australian, indie, folk, female vocalists",Minkowski Records,0.492,0.854,9.0,-5.967,0.0,0.0622,0.0408,0.000602,0.323,0.475,118.922,100.0,df_liked,Alex the Astronaut,67.01966201122082,0,69.4288234729979
Johnny P's Caddy,Johnny P's Caddy,"Benny The Butcher,J. Cole",2022-01-28,225000,58,"boom bap,rap",Griselda Records / EMPIRE,0.535,0.819,8.0,-6.792,1.0,0.455,0.584,0.0,0.16,0.581,150.451,100.0,df_liked,Benny The Butcher,72.0935601633407,0,64.0808200122207
Youth,How To Be A Human Being,Glass Animals,2016-08-26,230693,67,"electronic, trip-hop, indie, british",Wolf Tone,0.648,0.718,9.0,-7.765,0.0,0.0298,0.129,0.00156,0.112,0.785,96.017,100.0,df_liked,Glass Animals,69.76802351028574,0,68.65566300689261
Live,Kpop,CHE,2022-03-11,152173,1,k-rap,EGO GROUP,0.703,0.269,9.0,-11.599,1.0,0.0381,0.54,0.609,0.103,0.229,90.003,100.0,df_liked,CHE,67.01966201122082,0,64.77827981780864
A Little Love,inhale (exhale),"MercyMe,Gary LeVox",2021-04-30,184847,32,"christian,ccm,worship,christian rock,pop worship,christian alternative rock,christian pop,christian country",Fair Trade/Columbia,0.656,0.781,11.0,-4.64,1.0,0.0325,0.0898,1.29e-06,0.106,0.572,93.002,100.0,df_liked,MercyMe,67.01966201122082,0,64.0808200122207
Thowy's Revenge,Tana Talk 4,Benny The Butcher,2022-03-11,179586,36,boom bap,Griselda Records / EMPIRE,0.666,0.532,9.0,-9.838,1.0,0.236,0.562,5.29e-05,0.124,0.074,69.584,100.0,df_liked,Benny The Butcher,72.0935601633407,0,63.506080928754955
My Strength (feat. Emily Hearn),Alive,"Amber Sky Records,Emily Hearn",2016-04-26,180000,16,children's music,Amber Sky Records,0.551,0.817,1.0,-4.297,1.0,0.0732,0.0473,0.0,0.0944,0.391,91.917,100.0,df_liked,Amber Sky Records,69.76802351028574,0,64.43296883563029
God Only Knows,God Only Knows,"Kina Grannis,Imaginary Future",2017-04-28,136542,0,"acoustic pop,folk pop",Kina Grannis,0.658,0.125,8.0,-15.901,1.0,0.0323,0.877,0.0,0.287,0.507,106.686,100.0,df_liked,Kina Grannis,67.01966201122082,0,64.0808200122207
Bare Wit Me,The Album,Teyana Taylor,2020-06-19,128651,1,"rnb, Hip-Hop, hip hop, pop, female vocalists","Getting Out Our Dreams, Inc./Def Jam Recordings",0.73,0.498,5.0,-8.629,0.0,0.064,0.138,0.083,0.187,0.498,117.975,100.0,df_liked,Teyana Taylor,75.8144188082286,0,64.86923231979702
Dance With Me,40 oz. to Fresno,Joyce Manor,2022-06-10,148617,28,"midwest emo,pop punk,emo,emo pop,math rock",Epitaph,0.59,0.896,11.0,-4.692,1.0,0.0849,0.00692,1.46e-05,0.356,0.624,125.04,100.0,df_liked,Joyce Manor,69.96133725171428,0,65.11695020417586
Clawmarks,God Hand,Brand of Sacrifice,2019-07-05,145536,23,"deathcore,metalcore,death metal,metal",Brand of Sacrifice,0.51,0.966,2.0,-6.939,1.0,0.119,2.36e-05,0.673,0.33,0.19,135.116,100.0,df_liked,Brand of Sacrifice,67.01966201122082,0,64.43296883563029
Sundress,Sundress,"MC Virgins,Yung Bae",2021-03-26,156143,0,"meme rap,anime,anime rap,vaporwave,city pop,nu disco",MC Virgins x Yung Bae,0.87,0.645,0.0,-7.833,1.0,0.274,0.238,1.26e-05,0.293,0.739,122.975,100.0,df_liked,MC Virgins,67.01966201122082,0,64.0808200122207
Dapper (feat. Anderson .Paak),Genesis,"Domo Genesis,Anderson .Paak",2016-03-25,193093,47,"Hip-Hop, ofwgkta, rap, swag, hip hop",Odd Future,0.753,0.594,1.0,-9.486,0.0,0.0816,0.0711,0.0,0.391,0.562,112.568,100.0,df_liked,Domo Genesis,67.01966201122082,0,64.7694147122979
All I Ever Wanted,All I Ever Wanted,"Michaël Brun,Louie",2016-08-05,253164,37,soca,Kid Coconut,0.553,0.908,2.0,-6.468,1.0,0.0351,0.0523,0.0474,0.122,0.554,126.993,100.0,df_liked,Michaël Brun,67.01966201122082,0,64.0808200122207
Salta,"Something, Everything",Sultan + Shepard,2021-03-12,222250,48,"melodic house,progressive house",This Never Happened,0.653,0.604,7.0,-10.177,0.0,0.0327,0.0448,0.908,0.255,0.0768,119.98,100.0,df_liked,Sultan + Shepard,61.96734508847621,0,64.0808200122207
Comme des Garçons (Like The Boys) (Brabo Remix),SAWAYAMA (Deluxe Edition),"Rina Sawayama,Pabllo Vittar,Brabo",2020-12-04,222491,0,"brazilian pop,funk pop,tecnobrega,neoperreo",Dirty Hit,0.836,0.789,7.0,-5.611,1.0,0.0902,0.0212,0.00306,0.367,0.44,121.019,100.0,df_liked,Rina Sawayama,65.36420134628571,0,64.43296883563029
Work It,Under Construction,Missy Elliott,2002-11-12,263226,67,hip hop,Atlantic Records/ATG,0.884,0.677,1.0,-5.603,1.0,0.283,0.0778,0.0,0.0732,0.584,101.868,100.0,df_liked,Missy Elliott,69.76802351028574,0,65.88724620188754
Daisies,Almost Home,"OG Bey Harris,Auracane",2022-03-26,194621,0,jazz beats,Remount Classics,0.822,0.723,1.0,-11.226,0.0,0.104,0.336,0.000768,0.363,0.26,118.95,100.0,df_liked,OG Bey Harris,69.76802351028574,0,64.0808200122207
2 Cool 2 Care,Quit the Curse,Anna Burch,2018-02-02,229959,0,"indie pop, indie, singer-songwriter, indie rock",Polyvinyl Records,0.547,0.545,9.0,-6.919,1.0,0.0276,0.0296,1.05e-05,0.0915,0.648,117.544,100.0,df_liked,Anna Burch,71.5018328993511,0,67.57773543973325
Open Wide,We Slept at Last,Marika Hackman,2015-02-16,200632,20,"singer-songwriter, british, indie, folk",Dirty Hit,0.625,0.241,10.0,-13.041,0.0,0.0271,0.876,0.0448,0.111,0.139,90.05,100.0,df_liked,Marika Hackman,65.36420134628571,0,69.62860777292562
Dreams Tonite,Antisocialites,Alvvays,2017-09-08,196026,0,"shoegaze,dream pop,jangle pop,indie",Polyvinyl Records,0.51,0.622,2.0,-5.727,1.0,0.0242,0.0108,4.11e-06,0.127,0.424,99.934,100.0,df_liked,Alvvays,71.5018328993511,0,63.74714255283297
