Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,liked,playlist_origin,Primary Artist,Record Label_encoded,is_unknown_genre,Genres_encoded
Monuments & Bricks,Poison,CATHEDRALE,2025-02-14,243029,0,post-punk,Howlin' Banana,0.396,0.662,9.0,-7.327,1.0,0.0322,3.58e-05,0.0036,0.264,0.234,137.635,100.0,df_liked,CATHEDRALE,67.01966201122082,0,60.888135885653185
I Can't Get My Head Around You,Drop Cherries,Billie Marten,2023-04-07,206427,40,"indie, folk, indie pop, british, female vocalists",Fiction Records,0.529,0.578,8.0,-7.853,1.0,0.0272,0.498,0.0467,0.108,0.627,145.783,100.0,df_liked,Billie Marten,70.71621795061655,0,69.5511108638131
Dangerous,Blondshell,Blondshell,2023-04-07,278984,0,"indie rock, dream pop, indie, indie pop",PTKF,0.345,0.223,9.0,-12.807,1.0,0.0324,0.317,0.00458,0.115,0.235,183.898,100.0,df_liked,Blondshell,81.97694947421849,0,67.78686572048244
Devil Swim,Drop Cherries,Billie Marten,2023-04-07,216714,22,"indie, folk, indie pop, british, female vocalists",Fiction Records,0.348,0.185,9.0,-13.256,1.0,0.0356,0.942,0.0127,0.362,0.295,66.771,100.0,df_liked,Billie Marten,70.71621795061655,0,69.5511108638131
Tongue,Drop Cherries,Billie Marten,2023-04-07,250541,20,"indie, folk, indie pop, british, female vocalists",Fiction Records,0.399,0.174,0.0,-12.344,1.0,0.033,0.982,0.0663,0.11,0.153,137.665,100.0,df_liked,Billie Marten,70.71621795061655,0,69.5511108638131
This Is Paradise (But Not For Us),Strange Strangers,Devon Church,2023-04-07,317368,0,gothic country,felte,0.293,0.598,4.0,-7.561,1.0,0.0385,0.00739,8.91e-05,0.079,0.391,183.905,100.0,df_liked,Devon Church,62.485067480180476,0,64.4835966181633
Time To Pretend,Time To Pretend,Charlie Hickey,2023-03-21,208050,16,"indie, folk, indie pop, indie rock",Dead Oceans,0.689,0.259,2.0,-11.673,1.0,0.0333,0.869,2.92e-05,0.0984,0.341,99.95,100.0,df_liked,Charlie Hickey,77.24810854748952,0,69.28196086591261
New Suede Shoes,Winner,Overcoats,2023-04-07,151023,10,"female vocalists, electronic, pop, indie pop, indietronica",Never Fall Back Records,0.654,0.721,4.0,-7.273,1.0,0.13,0.334,7.77e-05,0.0686,0.732,159.815,100.0,df_liked,Overcoats,58.915061053496615,0,64.60518832643831
Tramp Like You,Hydranism,Oracle Sisters,2023-04-07,324959,0,"indie pop, dream pop, french, indie, france",22TWENTY,0.597,0.193,4.0,-14.156,1.0,0.039,0.896,0.562,0.0508,0.0749,140.012,100.0,df_liked,Oracle Sisters,58.915061053496615,0,65.58094293827462
Hum with the worms,What a beautiful thing i have made,The Hackles,2023-04-07,246367,0,"folk, country",Jealous Butcher Records,0.688,0.468,5.0,-13.865,1.0,0.0492,0.603,0.113,0.12,0.246,110.134,100.0,df_liked,The Hackles,69.76802351028574,0,64.82944521329843
Slouching Toward Bethlehem,Strange Strangers,Devon Church,2023-04-07,225835,2,gothic country,felte,0.537,0.653,7.0,-8.423,1.0,0.0307,0.00201,0.0324,0.483,0.52,140.094,100.0,df_liked,Devon Church,62.485067480180476,0,64.4835966181633
Sepsis,Blondshell,Blondshell,2023-04-07,226660,0,"indie rock, dream pop, indie, indie pop",PTKF,0.566,0.692,7.0,-5.398,1.0,0.0293,0.00449,3.73e-06,0.29,0.415,135.991,100.0,df_liked,Blondshell,81.97694947421849,0,67.78686572048244
Zoom,Jesus At The Gay Bar,Cub Sport,2023-04-07,209816,0,"australian, pop, indie pop, indie, power pop",Cub Sport Records / Believe,0.474,0.472,0.0,-8.505,1.0,0.0295,0.409,0.0,0.364,0.232,115.935,100.0,df_liked,Cub Sport,67.01966201122082,0,66.541291607407
Time,Nico Paulo,Nico Paulo,2023-04-07,192515,0,"indie pop, folk, Canadian, dream pop, portuguese",Forward Music Group,0.542,0.611,9.0,-7.218,1.0,0.03,0.464,9.45e-05,0.108,0.335,91.035,100.0,df_liked,Nico Paulo,64.36081410617145,0,67.32945863859408
Learning My Ways,Nico Paulo,Nico Paulo,2023-04-07,270983,10,"indie pop, folk, Canadian, dream pop, portuguese",Forward Music Group,0.452,0.241,8.0,-9.549,1.0,0.0252,0.837,0.000115,0.115,0.36,65.066,100.0,df_liked,Nico Paulo,64.36081410617145,0,67.32945863859408
Hand Kisser,Nico Paulo,Nico Paulo,2023-04-07,188356,9,"indie pop, folk, Canadian, dream pop, portuguese",Forward Music Group,0.289,0.319,6.0,-9.685,1.0,0.0314,0.896,1.05e-05,0.166,0.27,176.839,100.0,df_liked,Nico Paulo,64.36081410617145,0,67.32945863859408
Spider,Spider,Esther Rose,2023-04-06,230522,0,"alt country,americana",New West Records,0.644,0.525,2.0,-7.038,1.0,0.0271,0.528,6.56e-06,0.109,0.356,88.51,100.0,df_liked,Esther Rose,65.73195626027564,0,54.67791594913
On A Beach,Are We Good,"Hayden,Feist",2023-04-05,245656,23,"slowcore,chamber pop",Arts & Crafts Productions Inc.,0.638,0.277,5.0,-14.43,1.0,0.0432,0.786,5.55e-06,0.0902,0.515,98.938,100.0,df_liked,Hayden,61.733826731012996,0,64.0808200122207
Royal Flush (feat. Young Thug),Sremm 4 Life,"Rae Sremmurd,Young Thug",2023-04-07,180000,45,"rap,melodic rap,trap",Eardruma Records/Interscope Records,0.815,0.583,7.0,-4.997,0.0,0.128,0.157,1.09e-05,0.187,0.304,127.985,100.0,df_liked,Rae Sremmurd,57.80067842180954,0,64.0808200122207
Joiner,Blondshell,Blondshell,2023-04-07,239675,0,"indie rock, dream pop, indie, indie pop",PTKF,0.598,0.721,9.0,-6.275,1.0,0.0349,0.000651,0.0777,0.113,0.196,125.988,100.0,df_liked,Blondshell,81.97694947421849,0,67.78686572048244
Olympus,Blondshell,Blondshell,2023-04-07,216852,0,"indie rock, dream pop, indie, indie pop",PTKF,0.58,0.552,0.0,-7.462,1.0,0.0252,0.112,2.61e-05,0.221,0.501,140.0,100.0,df_liked,Blondshell,81.97694947421849,0,67.78686572048244
Last Resort,Simple Pleasures,Pillow,2023-03-31,273426,0,"post-rock, instrumental, ambient, post rock, electronic",Z-Trading,0.504,0.736,5.0,-7.86,1.0,0.0325,0.0065,0.00278,0.207,0.599,129.771,100.0,df_liked,Pillow,58.50983100561041,0,62.45767763128297
Takedown,Crybaby,Babe Corner,2023-03-21,213400,12,"indie rock, indie pop, canada, Canadian, dream pop",Babe Corner,0.338,0.546,9.0,-6.445,0.0,0.035,0.365,0.372,0.123,0.107,124.981,100.0,df_liked,Babe Corner,67.01966201122082,0,67.26582193357949
Ride or Die,Fish Bowl,Kate Davis,2023-03-24,185453,3,"indie rock, indie pop, jazz, pop, Soundtrack",Anti/Epitaph,0.535,0.624,2.0,-8.65,1.0,0.0722,0.466,0.0232,0.361,0.368,80.886,100.0,df_liked,Kate Davis,61.43767443711169,0,64.5290916240422
Easygoing,Shamble Into Frame,Stand and Wave,2023-03-24,230474,7,midwest emo,Nap Time Records,0.514,0.725,7.0,-6.581,1.0,0.0353,0.000556,0.473,0.142,0.548,115.007,100.0,df_liked,Stand and Wave,63.37259158024493,0,63.740608409670365
MASSA,CALL ME IF YOU GET LOST: The Estate Sale,"Tyler, The Creator",2023-03-31,223718,51,"rock, japanese, austrian, indie",Columbia,0.685,0.855,1.0,-6.724,0.0,0.438,0.329,8.9e-05,0.301,0.46,157.181,100.0,df_liked,Tyler,73.3154889879707,0,65.74116930750145
DOGTOOTH,CALL ME IF YOU GET LOST: The Estate Sale,"Tyler, The Creator",2023-03-31,161041,68,"rock, japanese, austrian, indie",Columbia,0.706,0.648,8.0,-6.348,1.0,0.324,0.505,0.0,0.215,0.802,77.533,100.0,df_liked,Tyler,73.3154889879707,0,65.74116930750145
HEAVEN TO ME,CALL ME IF YOU GET LOST: The Estate Sale,"Tyler, The Creator",2023-03-31,230554,56,"rock, japanese, austrian, indie",Columbia,0.407,0.932,6.0,-5.253,1.0,0.406,0.273,0.0,0.676,0.396,174.849,100.0,df_liked,Tyler,73.3154889879707,0,65.74116930750145
Random Fearless,The Horizon Just Laughed,Damien Jurado,2018-07-06,164653,13,"chamber pop,indie folk",Secretly Canadian,0.788,0.408,9.0,-8.182,1.0,0.0363,0.847,5.68e-05,0.168,0.81,118.044,100.0,df_liked,Damien Jurado,61.817568283950315,0,67.54533431160944
Blemishes,Lies,LIES,2023-03-31,282339,9,"rock, Crust, alternative metal, d-beat, alternative rock",Polyvinyl Records,0.625,0.649,4.0,-7.944,1.0,0.0317,0.0345,0.0153,0.329,0.558,124.036,100.0,df_liked,LIES,71.5018328993511,0,64.29066641206695
Hot AF,BODY,"Transviolet,Robert DeLong",2023-03-31,154615,23,"pop, electropop, indie pop, female vocalists, indie",Head Bitch Music,0.83,0.715,7.0,-7.092,1.0,0.16,0.217,0.0,0.347,0.823,104.056,100.0,df_liked,Transviolet,60.40090456241272,0,65.0959990273747
Stay Out Of It,It Will Never Be The Same,Michigander,2023-03-31,185317,12,"indie pop, indie rock, indie, alternative",C3 Records,0.481,0.917,2.0,-3.366,1.0,0.0385,0.00104,3.95e-06,0.398,0.377,108.747,100.0,df_liked,Michigander,61.70101763271431,0,68.83436009768896
The Machine Stops,The Road to Sedition,Faintest Idea,2023-03-31,146596,14,"ska punk,ska,punk rap",Tnsrecords,0.529,0.945,9.0,-4.344,0.0,0.165,0.00833,0.454,0.303,0.394,113.83,100.0,df_liked,Faintest Idea,67.01966201122082,0,64.0808200122207
HEROES (feat. DJ Premier),BEN,"Macklemore,DJ Premier",2023-03-03,175946,35,east coast hip hop,Bendo LLC,0.768,0.765,1.0,-5.398,1.0,0.171,0.0215,0.000133,0.148,0.756,88.154,100.0,df_liked,Macklemore,59.48865128493716,0,64.13355015613449
GRIME,BEN,Macklemore,2023-03-03,205800,31,"Hip-Hop, rap, underground rap, seattle, hip hop",Bendo LLC,0.578,0.805,0.0,-4.862,1.0,0.219,0.0146,0.000308,0.0754,0.694,88.789,100.0,df_liked,Macklemore,59.48865128493716,0,64.42634498847883
Freak Out,Being,"Baaba Maal,The Very Best",2023-03-31,277120,11,afropop,Marathon Artists,0.773,0.703,9.0,-4.012,1.0,0.0474,0.145,4.53e-06,0.154,0.292,127.005,100.0,df_liked,Baaba Maal,60.257724361551034,0,63.964796525085234
Boboyillo,Being,"Baaba Maal,Rougi",2023-03-31,245146,8,afropop,Marathon Artists,0.695,0.842,6.0,-4.031,1.0,0.0646,0.148,2.1e-06,0.375,0.76,157.921,100.0,df_liked,Baaba Maal,60.257724361551034,0,63.964796525085234
Long Line Of Lovers,As All Get Out,Matthew Logan Vasquez,2023-04-07,283920,0,"indie rock, americana, folk rock, rock, USA",Nine Mile Records,0.461,0.585,1.0,-8.161,0.0,0.0284,0.306,0.0104,0.136,0.25,149.962,100.0,df_liked,Matthew Logan Vasquez,65.48865128493716,0,66.0184248321461
Recognize,As All Get Out,Matthew Logan Vasquez,2023-04-07,335533,0,"indie rock, americana, folk rock, rock, USA",Nine Mile Records,0.39,0.346,1.0,-13.701,1.0,0.028,0.66,0.0352,0.211,0.167,137.94,100.0,df_liked,Matthew Logan Vasquez,65.48865128493716,0,66.0184248321461
Dumpster Gold,Once Upon A Time in Montréal,Murray A. Lightburn,2023-03-31,282413,0,chamber pop,Dangerbird Records,0.532,0.364,3.0,-11.633,1.0,0.0247,0.816,0.132,0.123,0.313,90.055,100.0,df_liked,Murray A. Lightburn,79.84534900685716,0,67.53513753176105
Jeannie Becomes A Mom,LONER,Caroline Rose,2018-02-23,261153,1,indie pop,New West Records,0.618,0.802,5.0,-4.792,1.0,0.0265,0.00151,0.0211,0.252,0.567,102.008,100.0,df_liked,Caroline Rose,65.73195626027564,0,67.68908725756219
Magnolia Trees,Angels In Science Fiction,St. Paul & The Broken Bones,2023-04-21,215486,27,retro soul,ATO Records,0.589,0.247,7.0,-9.501,1.0,0.0436,0.722,0.0331,0.132,0.155,118.908,100.0,df_liked,St. Paul & The Broken Bones,66.90018502412987,0,66.50096917401363
Without You Without Them,the record,"boygenius,Julien Baker,Phoebe Bridgers,Lucy Dacus",2023-03-31,81733,49,"indie, indie folk, indie rock, folk",boygenius under exclusive license to Interscope Records,0.468,0.0498,4.0,-14.009,1.0,0.0435,0.993,0.0,0.191,0.341,80.146,100.0,df_liked,boygenius,58.50983100561041,0,71.18102147599177
Prison,Lost,ADMT,2022-08-19,180705,9,UK,Human Re Sources,0.756,0.55,9.0,-7.054,1.0,0.0544,0.18,0.000197,0.11,0.344,85.004,100.0,df_liked,ADMT,62.96985700474727,0,67.6085966181633
Angels on the Ground,Infinite Spring,Superviolet,2023-04-21,232125,8,"indie rock, pop punk, USA, punk rock",Lame-O Records,0.299,0.877,11.0,-7.005,1.0,0.0745,0.285,0.00117,0.177,0.648,127.346,100.0,df_liked,Superviolet,63.27533921090477,0,63.93464143769186
Big Songbirds Don't Cry,Infinite Spring,Superviolet,2023-04-21,234500,16,"indie rock, pop punk, USA, punk rock",Lame-O Records,0.462,0.785,7.0,-8.412,0.0,0.0532,0.0965,0.00183,0.147,0.456,86.96,100.0,df_liked,Superviolet,63.27533921090477,0,63.93464143769186
Locket,Infinite Spring,Superviolet,2023-04-21,173062,6,"indie rock, pop punk, USA, punk rock",Lame-O Records,0.569,0.856,8.0,-6.541,0.0,0.0502,0.21,0.0273,0.23,0.776,119.984,100.0,df_liked,Superviolet,63.27533921090477,0,63.93464143769186
Henry,Black Bay,Silver Moth,2023-04-21,438560,5,post-rock,Bella Union,0.451,0.35,5.0,-11.25,0.0,0.0338,0.082,0.802,0.152,0.037,117.88,100.0,df_liked,Silver Moth,74.57387607078095,0,59.08653349794024
The Eternal,Black Bay,Silver Moth,2023-04-21,335053,4,post-rock,Bella Union,0.437,0.395,2.0,-9.16,1.0,0.0349,0.0332,0.0597,0.0999,0.0593,111.018,100.0,df_liked,Silver Moth,74.57387607078095,0,59.08653349794024
Eucalyptus,First Two Pages of Frankenstein,The National,2023-04-28,264960,43,indie rock,4AD,0.517,0.733,8.0,-7.32,1.0,0.0452,0.298,0.0253,0.101,0.385,116.026,100.0,df_liked,The National,47.76583058659592,0,67.0702973037157
Unsafe Feeling,Content Oscillator,Telehealth,2023-03-31,233120,3,"post-punk, krautrock, indie rock, noise rock, USA",Very Famous,0.756,0.792,11.0,-8.48,1.0,0.0333,0.26,0.113,0.0841,0.939,139.015,100.0,df_liked,Telehealth,58.915061053496615,0,60.853819143542275
Ice Machines,First Two Pages of Frankenstein,The National,2023-04-28,256866,34,indie rock,4AD,0.622,0.572,7.0,-10.274,1.0,0.0592,0.739,0.0316,0.114,0.193,96.994,100.0,df_liked,The National,47.76583058659592,0,67.0702973037157
Sawgrass,Spectral Lines,Josh Ritter,2023-04-28,272963,15,"americana,alt country,indie folk",Pytheas Recordings,0.418,0.375,7.0,-12.378,1.0,0.0337,0.879,0.798,0.121,0.287,101.901,100.0,df_liked,Josh Ritter,69.76802351028574,0,64.43296883563029
How to Love,How to Love,Withered Hand,2023-04-28,406346,3,"folk, singer-songwriter, indie, indie folk",Reveal Records,0.462,0.493,0.0,-6.878,1.0,0.0261,0.17,0.000623,0.117,0.262,139.718,100.0,df_liked,Withered Hand,67.01966201122082,0,70.70183164990581
Mother,Driving Just To Drive,Matt Maltese,2023-04-28,193005,41,"pop, singer-songwriter, indie pop, indie, british",Nettwerk Music Group,0.557,0.486,3.0,-7.891,1.0,0.0267,0.592,0.0,0.0965,0.404,79.835,100.0,df_liked,Matt Maltese,74.04873154732468,0,67.2925171846843
Florence,Driving Just To Drive,Matt Maltese,2023-04-28,218616,31,"pop, singer-songwriter, indie pop, indie, british",Nettwerk Music Group,0.401,0.584,2.0,-7.787,1.0,0.0286,0.426,0.00629,0.142,0.424,95.959,100.0,df_liked,Matt Maltese,74.04873154732468,0,67.2925171846843
Museum,Driving Just To Drive,Matt Maltese,2023-04-28,215111,31,"pop, singer-songwriter, indie pop, indie, british",Nettwerk Music Group,0.669,0.813,10.0,-6.858,1.0,0.0407,0.351,0.301,0.203,0.441,117.963,100.0,df_liked,Matt Maltese,74.04873154732468,0,67.2925171846843
Vision,Can't Stop Won't Stop,"Wave Chapelle,Menebeats",2023-05-05,141818,1,"trap, Hip-Hop, rap, hiphop",Wave Chapelle Music LLC. / Menebhi Music,0.916,0.784,8.0,-6.435,0.0,0.232,0.0331,0.0,0.0764,0.638,109.976,100.0,df_liked,Wave Chapelle,63.953898948437,0,66.6047539635608
Float,Can't Stop Won't Stop,"Wave Chapelle,Menebeats,IshDARR",2023-05-05,173846,1,"trap, Hip-Hop, rap, hiphop",Wave Chapelle Music LLC. / Menebhi Music,0.685,0.666,10.0,-7.84,0.0,0.277,0.461,0.0,0.184,0.547,77.978,100.0,df_liked,Wave Chapelle,63.953898948437,0,66.6047539635608
still feel.,"Now, Not Yet",half•alive,2019-08-09,247786,60,"indie pop, indie, alternative, indie rock",half·alive/RCA Records,0.779,0.516,10.0,-6.467,0.0,0.0521,0.148,0.0,0.0492,0.715,120.026,100.0,df_liked,half•alive,69.76802351028574,0,68.83436009768896
Games,Bad Ideas,Tessa Violet,2019-10-25,221051,32,"pop, indie pop, indie, russian, female vocalists",T∆G Music,0.716,0.612,1.0,-6.881,1.0,0.044,0.0214,0.000717,0.189,0.791,147.991,100.0,df_liked,Tessa Violet,69.76802351028574,0,66.494271485861
God Above,Drop Cherries,Billie Marten,2023-04-07,206103,27,"indie, folk, indie pop, british, female vocalists",Fiction Records,0.575,0.306,11.0,-9.549,1.0,0.0293,0.873,5.56e-05,0.111,0.405,126.374,100.0,df_liked,Billie Marten,70.71621795061655,0,69.5511108638131
Time Bandits,Forever Means,Angel Olsen,2023-04-14,234733,15,"folk, indie folk, Lo-Fi, female vocalists",Jagjaguwar,0.552,0.345,7.0,-8.555,1.0,0.0252,0.663,3.48e-05,0.117,0.179,72.268,100.0,df_liked,Angel Olsen,71.74131329515488,0,70.63271348175915
Fast Lane,Beigeification,Darksoft,2023-01-13,291224,3,"dream pop,shoegaze",Look up Records,0.571,0.76,2.0,-6.546,1.0,0.0275,0.0201,0.967,0.317,0.706,126.99,100.0,df_liked,Darksoft,67.01966201122082,0,63.67098105421122
Here's to Starting Over,Chapter Seven,CHPTRS,2023-03-31,302647,0,"cinematic, american, Indie-Rock, indie-pop",CHPTRS,0.521,0.443,2.0,-10.859,1.0,0.0276,0.405,0.541,0.0766,0.159,135.951,100.0,df_liked,CHPTRS,58.50983100561041,0,65.45993093229994
FEEL,Timeless,Davido,2023-03-30,154512,63,"afrobeats,afrobeat,afropop,azonto,amapiano,hiplife,afroswing",Columbia,0.837,0.831,2.0,-6.21,1.0,0.08,0.0923,0.176,0.0819,0.529,111.978,100.0,df_liked,Davido,73.3154889879707,0,64.43296883563029
FOR THE ROAD,Timeless,Davido,2023-03-30,147021,53,"afrobeats,afrobeat,afropop,azonto,amapiano,hiplife,afroswing",Columbia,0.831,0.574,0.0,-5.329,1.0,0.119,0.0644,0.00137,0.175,0.579,133.112,100.0,df_liked,Davido,73.3154889879707,0,64.43296883563029
Dawncolored Horse,Big Picture,Fenne Lily,2023-04-14,244933,23,"folk, singer-songwriter, female vocalists, indie folk",Dead Oceans,0.595,0.459,11.0,-10.721,1.0,0.0308,0.606,0.0379,0.123,0.489,152.051,100.0,df_liked,Fenne Lily,77.24810854748952,0,69.77872034262816
Lights Light Up,Big Picture,Fenne Lily,2023-04-14,252920,30,"folk, singer-songwriter, female vocalists, indie folk",Dead Oceans,0.659,0.536,7.0,-10.845,1.0,0.0338,0.539,0.597,0.118,0.789,82.009,100.0,df_liked,Fenne Lily,77.24810854748952,0,69.77872034262816
6,6,"IshDARR,!llmind",2023-04-14,130610,3,"rap, Hip-Hop, wisconsin, hip hop, USA",Same Plate,0.816,0.705,0.0,-5.953,1.0,0.0523,0.0667,0.0,0.108,0.536,134.978,100.0,df_liked,IshDARR,67.01966201122082,0,65.77672660078545
The Redwing,Multitudes,Feist,2023-04-14,198416,36,chamber pop,Universal Music Division Decca Records France,0.699,0.238,2.0,-10.026,1.0,0.0377,0.853,1.59e-05,0.105,0.428,103.591,100.0,df_liked,Feist,68.21734508847621,0,67.53513753176105
Of Womankind,Multitudes,Feist,2023-04-14,232125,24,chamber pop,Universal Music Division Decca Records France,0.405,0.313,6.0,-10.617,1.0,0.0338,0.777,0.0,0.18,0.134,104.617,100.0,df_liked,Feist,68.21734508847621,0,67.53513753176105
Martyr Moves,Multitudes,Feist,2023-04-14,205481,22,chamber pop,Universal Music Division Decca Records France,0.519,0.218,9.0,-14.16,0.0,0.0315,0.803,0.000345,0.0986,0.225,101.759,100.0,df_liked,Feist,68.21734508847621,0,67.53513753176105
Calling All The Gods,Multitudes,Feist,2023-04-14,229100,25,chamber pop,Universal Music Division Decca Records France,0.566,0.456,5.0,-9.334,1.0,0.0336,0.815,0.00435,0.103,0.31,111.103,100.0,df_liked,Feist,68.21734508847621,0,67.53513753176105
Your Mind Is Not Your Friend (feat. Phoebe Bridgers),Your Mind Is Not Your Friend (feat. Phoebe Bridgers),"The National,Phoebe Bridgers",2023-04-12,264320,37,indie rock,4AD,0.204,0.452,0.0,-9.784,1.0,0.0355,0.867,0.0934,0.111,0.362,77.708,100.0,df_liked,The National,47.76583058659592,0,67.0702973037157
Glorious Game,Glorious Game,"El Michels Affair,Black Thought,KIRBY",2023-04-14,233690,34,"east coast hip hop,alternative r&b",Big Crown Records,0.805,0.654,10.0,-7.498,0.0,0.237,0.317,3.33e-05,0.124,0.757,121.661,100.0,df_liked,El Michels Affair,58.50983100561041,0,64.43296883563029
2+2,Big Picture,Fenne Lily,2023-04-14,210613,16,"folk, singer-songwriter, female vocalists, indie folk",Dead Oceans,0.712,0.349,1.0,-12.16,1.0,0.032,0.476,0.0407,0.123,0.25,114.027,100.0,df_liked,Fenne Lily,77.24810854748952,0,69.77872034262816
Sun in an Empty Room,Reunion Tour,The Weakerthans,2007-09-25,240400,38,"indie, Canadian, indie rock, rock",Epitaph,0.4,0.613,4.0,-6.329,1.0,0.0338,0.0712,0.0114,0.227,0.521,207.576,100.0,df_liked,The Weakerthans,69.96133725171428,0,67.34385694947281
Warm Blanket,Warm Blanket,Worriers,2023-04-07,199078,12,"punk rock, pop punk, punk, indie rock",Ernest Jenning Record Co.,0.534,0.28,1.0,-8.792,1.0,0.0244,0.764,0.0,0.0957,0.368,80.027,100.0,df_liked,Worriers,59.360814106171446,0,60.79345138223106
I Took A Ride,Superstar,Caroline Rose,2020-03-06,311851,0,indie pop,New West Records,0.361,0.424,4.0,-6.505,0.0,0.0471,0.918,0.122,0.2,0.111,180.097,100.0,df_liked,Caroline Rose,65.73195626027564,0,67.68908725756219
The Summer Isles (Sunrise),The Summer Isles,Roo Panes,2023-03-24,227400,26,indie folk,Leafy Outlook,0.621,0.375,7.0,-12.369,1.0,0.0308,0.985,0.919,0.0905,0.396,115.998,100.0,df_liked,Roo Panes,67.01966201122082,0,75.28532969787886
Running Up That Hill,Pizza Tickets,Taylor Ashton,2023-03-24,164346,0,bluegrass,Signature Sounds Recordings,0.631,0.388,10.0,-9.724,1.0,0.0395,0.937,0.017,0.195,0.593,117.728,100.0,df_liked,Taylor Ashton,64.57387607078097,0,64.47195648096043
850 (We On Top) [feat. Rich The Kid],F65,"IDK,Rich The Kid",2023-05-05,219041,23,trap,Clue/Warner Records,0.618,0.528,11.0,-8.211,1.0,0.382,0.0317,0.0,0.0929,0.422,123.024,100.0,df_liked,IDK,57.413008816357156,0,67.0337306662574
Another Day,Window Seat,Spaceport,2023-03-03,221559,0,"trance, progressive trance, electronic, indie, Classical",Aura Vortex Records,0.525,0.367,5.0,-14.118,1.0,0.0256,0.732,0.777,0.139,0.362,160.147,100.0,df_liked,Spaceport,62.485067480180476,0,64.30267745914067
You Taste Like Wine,Listen to the River,David Wimbish & The Collection,2017-03-24,226401,37,christian folk,Nettwerk Music Group,0.569,0.757,10.0,-6.629,1.0,0.0379,0.114,0.0046,0.102,0.504,167.994,100.0,df_liked,David Wimbish & The Collection,74.04873154732468,0,66.44034814011619
Beautiful Life,Entropy,David Wimbish & The Collection,2018-10-05,255456,41,christian folk,Nettwerk Music Group,0.503,0.393,2.0,-7.161,1.0,0.027,0.616,0.0,0.137,0.359,146.315,100.0,df_liked,David Wimbish & The Collection,74.04873154732468,0,66.44034814011619
A Long Time Ago,Avalanche,Kalle Mattson,2015-08-21,229720,2,"indie folk, folk, indie, canada, indie rock",HOME Music,0.412,0.621,8.0,-7.918,1.0,0.0384,0.0993,0.0626,0.113,0.417,176.22,100.0,df_liked,Kalle Mattson,74.08687729453064,0,70.49887207981175
New Romantics,Avalanche,Kalle Mattson,2015-08-21,217546,0,"indie folk, folk, indie, canada, indie rock",HOME Music,0.496,0.763,10.0,-4.798,1.0,0.0459,0.000263,0.89,0.11,0.541,141.933,100.0,df_liked,Kalle Mattson,74.08687729453064,0,70.49887207981175
Goin' Down To Sing In Texas,Workin' On A World,Iris DeMent,2023-02-24,485854,0,"americana,folk,alt country,singer-songwriter",FlariElla Records,0.65,0.485,10.0,-11.616,1.0,0.0752,0.58,0.0,0.177,0.714,120.001,100.0,df_liked,Iris DeMent,58.139838353192566,0,62.585511692338855
I Am the Same,I Wish Every Day Was Today,Mom Rock,2020-10-30,275040,7,"rock, alternative, alternative rock",Mom Rock,0.454,0.678,11.0,-13.351,1.0,0.0659,0.00884,0.000176,0.117,0.402,124.888,100.0,df_liked,Mom Rock,69.76802351028574,0,66.3462532771526
The Afterlife,I Wish Every Day Was Today,Mom Rock,2020-10-30,114880,9,"rock, alternative, alternative rock",Mom Rock,0.527,0.864,2.0,-7.239,0.0,0.15,0.000256,0.00468,0.178,0.416,95.96,100.0,df_liked,Mom Rock,69.76802351028574,0,66.3462532771526
Le Départ,Lotus Glow,Adi Oasis,2023-03-03,59836,65,"retro soul,neo soul",Unity Records,0.678,0.339,10.0,-11.187,0.0,0.0934,0.823,0.921,0.167,0.478,74.009,100.0,df_liked,Adi Oasis,69.76802351028574,0,65.11695020417586
I Want to Believe,Window Seat,Spaceport,2023-03-03,250028,0,"trance, progressive trance, electronic, indie, Classical",Aura Vortex Records,0.447,0.27,0.0,-15.093,1.0,0.0307,0.61,0.508,0.0738,0.118,109.952,100.0,df_liked,Spaceport,62.485067480180476,0,64.30267745914067
WIA,WIA,"NilexNile,Wave Chapelle",2023-02-17,140357,0,"hip hop, milwaukee",Phat Nerd Records,0.931,0.509,11.0,-8.871,1.0,0.4,0.142,0.0,0.236,0.459,110.987,100.0,df_liked,NilexNile,61.860814106171446,0,64.68621512204977
Love at the End of the World,How to Survive an Ending,David Wimbish & The Collection,2023-01-27,219358,16,christian folk,Nettwerk Music Group,0.28,0.514,9.0,-5.773,1.0,0.0303,0.366,0.000174,0.0964,0.649,160.341,100.0,df_liked,David Wimbish & The Collection,74.04873154732468,0,66.44034814011619
The Middle of Me,"I Love You, and I Think I Like You Too",David Wimbish & The Collection,2020-02-14,220710,8,christian folk,Nettwerk Music Group,0.544,0.315,10.0,-9.008,1.0,0.0316,0.895,0.0,0.109,0.398,130.964,100.0,df_liked,David Wimbish & The Collection,74.04873154732468,0,66.44034814011619
To Dust,Ars Moriendi,David Wimbish & The Collection,2014-07-15,309432,7,christian folk,Nettwerk Music Group,0.278,0.483,10.0,-9.141,1.0,0.0345,0.575,0.00179,0.1,0.24,111.859,100.0,df_liked,David Wimbish & The Collection,74.04873154732468,0,66.44034814011619
