Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,liked,playlist_origin,Record Label Frequency Encoded,Genres_encoded,Artist Centrality,mood_score,energy_profile,Primary Artist,album_id
spotify:track:22dSB54PbIpU2mgGqYhCaT,Sunblind,Still There’s a Glow,Sweet Pill,2026-03-13,168365,12.585106382978722,False,"emo, pop punk, midwest emo, indie rock, indie, female vocalists, alternative rock, emo pop, united states, rock",Hopeless Records,0.447,0.84,9,-5.942,1,0.0524,6.04e-05,0.00403,0.177,0.506,177.917,,df_nmf_test,6.684210526315789,70.89880287637286,20.47865780221608,39.974945715717396,81.33593353026149,Sweet Pill,sweet_pill_still_there’s_a_glow
spotify:track:0X1xu6OCVwilWzstmWyXTV,Shameless,Still There’s a Glow,Sweet Pill,2026-03-13,192732,9.425531914893616,False,"emo, pop punk, midwest emo, indie rock, indie, female vocalists, alternative rock, emo pop, united states, rock",Hopeless Records,0.389,0.889,6,-6.014,0,0.053,6.9e-05,0.00039,0.337,0.494,194.042,,df_nmf_test,6.684210526315789,70.89880287637286,20.47865780221608,43.69550693168532,89.29274577002134,Sweet Pill,sweet_pill_still_there’s_a_glow
spotify:track:1o80CRxx5nH0SlzMaTBuUF,No Control,Still There’s a Glow,Sweet Pill,2026-03-13,181098,8.372340425531913,False,"emo, pop punk, midwest emo, indie rock, indie, female vocalists, alternative rock, emo pop, united states, rock",Hopeless Records,0.44,0.824,0,-5.698,1,0.105,0.000169,0.0105,0.117,0.297,144.881,,df_nmf_test,6.684210526315789,70.89880287637286,20.47865780221608,28.56522465341574,65.12384211540363,Sweet Pill,sweet_pill_still_there’s_a_glow
spotify:track:31LNSR2opEaEMCtWbT5X7F,Glow,Still There’s a Glow,Sweet Pill,2026-03-13,281518,8.372340425531913,False,"emo, pop punk, midwest emo, indie rock, indie, female vocalists, alternative rock, emo pop, united states, rock",Hopeless Records,0.55,0.505,9,-7.193,1,0.0306,0.00121,2.45e-06,0.28,0.399,128.219,,df_nmf_test,6.684210526315789,70.89880287637286,20.47865780221608,44.067563053282115,55.99391645760937,Sweet Pill,sweet_pill_still_there’s_a_glow
spotify:track:4tOJDJFuD8irQJAMkljOIG,Slow Burn,Still There’s a Glow,Sweet Pill,2026-03-13,134785,7.319148936170212,False,"emo, pop punk, midwest emo, indie rock, indie, female vocalists, alternative rock, emo pop, united states, rock",Hopeless Records,0.361,0.944,6,-5.038,0,0.0607,3.51e-05,0.628,0.0895,0.367,178.035,,df_nmf_test,6.684210526315789,70.89880287637286,20.47865780221608,27.05633038249541,81.89234705541176,Sweet Pill,sweet_pill_still_there’s_a_glow
spotify:track:6Uam0TpYR4Xx0d1WrM9cWf,Smoke Screen,Still There’s a Glow,Sweet Pill,2026-03-13,171808,7.319148936170212,False,"emo, pop punk, midwest emo, indie rock, indie, female vocalists, alternative rock, emo pop, united states, rock",Hopeless Records,0.561,0.701,2,-6.039,1,0.0294,0.00112,0.0,0.077,0.374,103.997,,df_nmf_test,6.684210526315789,70.89880287637286,20.47865780221608,35.09687656589277,44.69170495917519,Sweet Pill,sweet_pill_still_there’s_a_glow
spotify:track:5UgGIFcH9h78fObAEWlmmv,What the Devil Is Selling,Still There’s a Glow,Sweet Pill,2026-03-13,202437,7.319148936170212,False,"emo, pop punk, midwest emo, indie rock, indie, female vocalists, alternative rock, emo pop, united states, rock",Hopeless Records,0.428,0.786,2,-6.469,1,0.0468,4.49e-05,0.168,0.108,0.243,136.318,,df_nmf_test,6.684210526315789,70.89880287637286,20.47865780221608,25.464756973442462,60.492663112110314,Sweet Pill,sweet_pill_still_there’s_a_glow
spotify:track:3iNkpbJzm7Nb7mNhEFRC8g,Makes Me Sick,Still There’s a Glow,Sweet Pill,2026-03-13,146042,6.26595744680851,False,"emo, pop punk, midwest emo, indie rock, indie, female vocalists, alternative rock, emo pop, united states, rock",Hopeless Records,0.61,0.667,9,-6.698,1,0.0361,0.00107,0.00322,0.13,0.292,122.985,,df_nmf_test,6.684210526315789,70.89880287637286,20.47865780221608,35.92366794721898,53.73218936647903,Sweet Pill,sweet_pill_still_there’s_a_glow
spotify:track:4EnlpTYTHHarnbnfH7naaj,Rotten,Still There’s a Glow,Sweet Pill,2026-03-13,176985,6.26595744680851,False,"emo, pop punk, midwest emo, indie rock, indie, female vocalists, alternative rock, emo pop, united states, rock",Hopeless Records,0.132,0.784,7,-5.017,1,0.057,1.65e-05,0.00268,0.082,0.183,170.267,,df_nmf_test,6.684210526315789,70.89880287637286,20.47865780221608,9.673041590111911,77.98509861548,Sweet Pill,sweet_pill_still_there’s_a_glow
spotify:track:211cLvYcXIKnV7WPziGnBM,Jinx,Still There’s a Glow,Sweet Pill,2026-03-13,155956,6.26595744680851,False,"emo, pop punk, midwest emo, indie rock, indie, female vocalists, alternative rock, emo pop, united states, rock",Hopeless Records,0.64,0.713,2,-6.008,1,0.0382,0.0022,0.00436,0.319,0.438,124.028,,df_nmf_test,6.684210526315789,70.89880287637286,20.47865780221608,51.012610656422254,54.61128320417204,Sweet Pill,sweet_pill_still_there’s_a_glow
